id,title,text,context_tweet,pred_cot,gpt_regionalisms,dict_regionalisms,has_regionalisms
338403,"Carla Vizzotti: ""Cualquier resfrío en este invierno es coronavirus hasta que se demuestre lo contrario""",@usuario Larguen la ayahuasca muchachas 😳,"Carla Vizzotti: ""Cualquier resfrío en este invierno es coronavirus hasta que se demuestre lo contrario"" https://t.co/L1tdNN1Lz4","La expresión ""Larguen la ayahuasca"" es una expresión coloquial y popular en Argentina que hace alusión a relajarse o calmarse en medio de una situación estresante. Por lo tanto, la respuesta final es sí, se encuentra un término regional del español de Argentina en el texto.",['larguen la ayahuasca'],[],True
330573,"""No soy feminista, soy mujer"", la frase de Viviana Canosa que generó polémica en las redes",@usuario Es la reventada derecha.,"""No soy feminista, soy mujer "", la frase de Viviana Canosa que generó polémica https://t.co/82hsZ7xJsM https://t.co/6Jjp37b233","La expresión ""reventada"" es un término regional en Argentina que se refiere a una persona que se muestra vehementemente en contra de cierta ideología o postura. La respuesta final es sí.",['reventada'],[],True
334932,El peronismo necesita sacarse de encima al kirchnerismo,@usuario Son lo mismo.,[OPINIÓN] El peronismo necesita sacarse de encima al kirchnerismo | Por Julio Bárbaro https://t.co/e5zIWHTUG2,"La expresión ""sacarse de encima"" es un término regional en Argentina que significa deshacerse de algo molesto o no deseado. La respuesta final es sí.",['sacarse de encima'],[],True
369286,"Juana Viale: ""¿Termina este mandato el Gobierno?""",@usuario Venden humo como siempre.,"Juana Viale: ""¿Termina este mandato el Gobierno?"" https://t.co/hGmInRVN8j","La expresión ""venden humo"" es de carácter coloquial y no exclusivo de Argentina, por lo tanto no se considera un término regional del español de Argentina. La respuesta final es no.",[],['vende humo'],True
336756,Pidieron la detención de la mujer que violó la cuarentena y les arrojó gas pimienta a los policías,"@usuario Pero llevenla presa y que todas las mañanas limpie un hospital, todo los ambientes",Pidieron la detención de la mujer que violó la cuarentena y les arrojó gas pimienta a los policías https://t.co/AZbjg9ug46,"respuesta: La expresión ""llevenla presa"" es de carácter regional en Argentina, ya que la forma correcta en español sería ""llévenla presa"". Por lo tanto, la respuesta final es sí.","['llevenla presa', 'llevenla presa']",[],True
405803,Máximo Kirchner sube a los Moyano a la pelea contra Rodríguez Larreta,@usuario Cada paso que dan contra Larreta pierden  un voto,Máximo Kirchner sube a los Moyano a la pelea contra Rodríguez Larreta https://t.co/T2cI6794vf https://t.co/1bAerBNyuN,"respuesta: La expresión ""Cada paso que dan contra Larreta pierden un voto"" no contiene expresiones regionales. La respuesta final es no.",[],['dar'],True
346755,Coronavirus en Argentina: Ricardo Alfonsín le reclama al radicalismo que apoye el impuesto a las grandes fortunas y condene los aumentos de precios,@usuario Q viejo pelotudo e inútil resultó este,Coronavirus en Argentina: Ricardo Alfonsín le reclama al radicalismo que apoye el impuesto a las grandes fortunas y condene los aumentos de precios https://t.co/O2NUvW3B74,"respuesta: La expresión ""Q viejo pelotudo e inútil"" no es un término regional, sino más bien un insulto común en el lenguaje coloquial. La respuesta final es no.",[],"['pelotudo', 'viejo']",True
397726,"Mora Godoy cierra su escuela de tango y remata su vestuario para ""poder seguir adelante""","@usuario @usuario El conchero...después que voto a FF , está inservible no ofrezcan .",Mora Godoy cierra su escuela de tango y remata su vestuario para “poder seguir adelante” https://t.co/O6ZQnxCE1p,"respuesta: La expresión ""el conchero"" es un término regional en Argentina que se refiere de forma despectiva a una persona que apoyó al gobierno actual (Frente de Todos). La respuesta final es sí.",['el conchero'],"['canchero', 'concheto']",True
375678,Elecciones en Bolivia: retuvieron en el aeropuerto de La Paz a un diputado argentino,@usuario Seguro fue a comprar merca (y no me refiero a mercadopago),Elecciones en Bolivia: retienen en el aeropuerto a un diputado argentino https://t.co/LtRkkYVAto,"respuesta: La expresión ""merca"" es de carácter regional en Argentina y se refiere a la cocaína. La respuesta final es sí.",['merca'],['merca'],True
398935,Mara Gómez cumple su sueño: será la primera futbolista transgénero en el torneo profesional argentino,"@usuario Para mi tendrían q ser todas trans así juegan bien a la pelota. Son inmirables los partidos. Ojalá haya 100% de trans en el fútbol femenino.
Vamos Mara. 

Firma: los espectadores",Mara Gómez: la historia de la primera futbolista trans en el torneo argentino https://t.co/rBx3pMPUbB https://t.co/l5I1j0xFku,"respuesta: La expresión ""inmirables"" es un término regional del español de Argentina, utilizado para expresar que algo es digno de ser observado o admirado. La respuesta final es sí.",['inmirables'],[],True
387740,"""Mica"" y ""Maru"", las viudas negras de WhatsApp que drogaron a un empresario y le robaron más de 70 mil dólares","@usuario ¿Si se las quiso ""enfiestar"" cual es el problema si ellas hubieran aceptado la propuesta?
No veo cual es la gracia de reirse porque dos turras lo afanaron...
Pais de envidiosos que se alegran porque afanan a un tipo que le va bien.","“Mica” y “Maru”, las viudas negras de WhatsApp que drogaron a un empresario y le robaron más de 70 mil dólares | Por Martín Candalaft https://t.co/OpRPN3zxco","La expresión ""enfiestar"" es de carácter regional y se refiere a participar en una fiesta o reunión en la que se consume alcohol y drogas. La respuesta final es sí.",['enfiestar'],"['afanar', 'turra']",True
366830,"Fue a robar a una casa y el dueño lo mató de un tiro: ""Reaccionó como cualquiera de nosotros"", dijo la familia del ladrón",@usuario .... se acabo la rabia,"Fue a robar a una casa y el dueño lo mató de un tiro: ""Reaccionó como cualquiera de nosotros"", dijo la familia del ladrón https://t.co/tvbIiMQ7TZ","respuesta: La expresión ""se acabo la rabia"" es de carácter regional, y se refiere a la finalización de la bronca o enojo. La respuesta final es sí.",['se acabo la rabia'],[],True
357410,"Sergio Berni, con un fusil durante un operativo por el crimen de un gendarme: ""Yo detuve a uno de los sospechosos""",@usuario Gracias por cuidarnos de esa manera Ministro!!! Pone la cara por la gente humilde siempre..,"Video: Sergio Berni, con un fusil durante un operativo por el asesinato de un jefe de Gendarmería https://t.co/I9T0Rlp4cG","La expresión ""pone la cara por la gente humilde siempre"" no es un término regional del español de Argentina. La respuesta final es no.",[],['cara'],True
382142,"Elizabeth Gómez Alcorta: ""Por la pandemia, vamos a tener una suba de los femicidios y travesticidios""",@usuario Y la culpa es dé Macri,"Elizabeth Gómez Alcorta: “Por la pandemia, vamos a tener una suba de los femicidios y travesticidios” | Por Luciana Peker https://t.co/OGEL4INojA","respuesta: La expresión ""dé Macri"" es un regionalismo que se refiere a ""de Macri"", usando un lenguaje coloquial típico de Argentina de cambiar la preposición ""de"" por ""dé"". La respuesta final es sí.","['de macri', 'de macri', 'de', 'de']","['dar', 'macri']",True
364074,"Cómo es la cerveza ""peronista"" que el Chacho Coudet le regaló a Alberto Fernández","@usuario Típico del peronchismo, antes era por medio de libros, ahora lo hacen por medio de cerveza. Qué sigue? Marihuana ""Maxi"", cocaína ""Flopi"", grappa ""Crischu "" y así suma y sigue. Le dan lo.que consumen, nada bueno, todos vicios. Les importa un carajos el pueblo.","Cómo es la cerveza ""peronista"" que el Chacho Coudet le regaló a Alberto Fernández https://t.co/8U1hk0FuGS",No hay expresiones regionales en el comentario. La respuesta final es no.,[],['dar'],True
348519,"Científicos identificaron en China otro virus respiratorio ""con potencial para convertirse en pandemia""",@usuario Que se queden tranca en su país y no jodan dale !!!,Científicos identificaron en China otro virus respiratorio“con potencial para convertirse en pandemia” https://t.co/TQYuvSXqrT,"respuesta: La expresión ""tranca"" es un término regional en Argentina que significa tranquilo o relajado. La respuesta final es sí.",['tranca'],"['dale', 'tranca']",True
359560,Polémica en las redes por el actor que personificó a Manuel Belgrano y habló en lenguaje inclusivo,"@usuario ESTOS K NO SON SOLO CHORROS, SINO BOLUDOS TAMBIEN",Polémica en las redes por el actor que personificó a Manuel Belgrano y habló en lenguaje inclusivo https://t.co/zp904FUkPj,"respuesta: La expresión ""Estos K"" es regional y se refiere peyorativamente al kirchnerismo en Argentina. La respuesta final es sí.",['estos k'],"['boludo', 'chorro']",True
351408,"Fernanda Raverta: una niñez en la guardería montonera, una juventud en La Cámpora y una carrera a la Anses",@usuario HIJOS DE MIL CONCHA,"Coronavirus en la Argentina: Fernanda Raverta, la camporista de raíz montonera que se quedó con la Anses https://t.co/UUKF79cabZ https://t.co/UOiRtgkBdB","La expresión ""HIJOS DE MIL CONCHA"" es un insulto común en Argentina que denota enojo o desagrado hacia otra persona. Por lo tanto, la respuesta final es sí, hay una expresión regional en el texto.",['hijos de mil concha'],['concha'],True
379484,El PAMI tendrá que pagar una cirugía para agrandar los pechos de una afiliada autopercibida mujer,@usuario Esta con todo el Lobby LGBT Político y la subordinación de parte de la clase política a los delirios de los PosMarxistas y todavia hay personas que dicen que no tiene nada que ver con el Marxismo Cultural.,El PAMI tendrá que pagar una cirugía para agrandar los pechos de una afiliada autopercibida mujer | Por Patricia Blanco https://t.co/IObp8ZBnxq,"respuesta: La expresión ""con todo el Lobby LGBT Político"" es un término regional en Argentina, utilizado para referirse a la presión política realizada por grupos LGBT. La respuesta final es sí.",['con todo el lobby lgbt politico'],['nada que ver'],True
336529,Detuvieron a otro delincuente recientemente liberado por la excusa del coronavirus: volvió a golpear a su familia,"@usuario Los policías que opinan, les dieron el doble de trabajo, de riesgo y la misma plata! El gobierno le dió la espalda al que labura, se caga EN TODOS.",Detuvieron a un delincuente recientemente liberado por la excusa del coronavirus: volvió a golpear a su familia https://t.co/kRHjqDIljH,"La expresión ""se caga EN TODOS"" es de carácter regional y se refiere a que el gobierno está perjudicando a todos. La respuesta final es sí.",['se caga en todos'],"['cagar', 'dar', 'laburar', 'plata']",True
356120,"Beatriz Sarlo: ""Me equivoqué con Cristina Kirchner y Alberto Fernández""",@usuario Ja. En serio?,"Beatriz Sarlo: ""Me equivoqué con Cristina Kirchner y Alberto Fernández"" https://t.co/ACw8PTuCq2 https://t.co/sbo1b6ez6t","La expresión ""Ja"" es una forma coloquial de expresar incredulidad o sorpresa en Argentina, por lo tanto, es un término regional. La respuesta final es sí.",['ja'],[],True
402288,"El oficialismo convoca a una ""caravana federal"" en apoyo al Gobierno y al impuesto a las grandes fortunas","@usuario VAMOOOOS !!
Traigan el COVID de vuelta al AMBA !!!
Asi destruimos la economía del todo !!",Organizan una caravana en apoyo al Gobierno y al impuesto a las fortunas https://t.co/CPrTao14AH https://t.co/F875VKxyHv,"respuesta: La expresión ""VAMOOOS"" es una forma coloquial y regional de Argentina para expresar entusiasmo o aliento. La respuesta final es sí.",['vamooos'],[],True
359750,Mar del Plata: otro jubilado mató de un disparo a un ladrón que había ingresado a robar a su casa,@usuario Otro asesino de Pato.,Mar del Plata: otro jubilado mató de un disparo a un ladrón que había ingresado a robar a su casa https://t.co/vMBL4JfWf6,"Razonamiento paso a paso:

1. Se analiza si la expresión ""Otro asesino de Pato"" es un término o expresión regional del español de Argentina.
2. Se identifica que la expresión ""asesino de Pato"" no es un regionalismo conocido en Argentina o en algún otro país de habla hispana.
3. Por lo tanto, la respuesta final es no, no existe un término o expresión regional del español de Argentina en el texto.",[],['pato'],True
354884,"""Tucán redimido"": El duro descalificativo de Maximiliano Guerra hacia Florencia Kirchner","@usuario Se definió a sí mismo con dos palabras. Más allá de eso, que LN le dé eco interesado a esta nada no puede sorprender a nadie. Letrina de doctrina ;)","""Tucán redimido"": El duro descalificativo de Maximiliano Guerra hacia Florencia Kirchner https://t.co/LMnHQGYAkK https://t.co/BPd4d6tMJ9","respuesta: La expresión ""Letrina de doctrina"" es una expresión coloquial y regional en Argentina que se refiere de manera despectiva a una persona o grupo de personas que promueven ideas o doctrinas que el hablante considera negativas. La respuesta final es sí.",['letrina de doctrina'],['dar'],True
341384,Coronavirus: Florencia Kirchner compartió una curiosa reflexión sobre la cuarentena,"@usuario basta con este loro barranquero, cuyo único mérito en la vida parece ser haberse hecho millonaria vendiendo avon!",Coronavirus: Florencia Kirchner compartió una curiosa reflexión sobre la cuarentena https://t.co/0nI5GKR1NL https://t.co/8KSATPqhFK,"La expresión ""loro barranquero"" es un término regional en Argentina utilizado para referirse a una persona que habla mucho sin decir cosas relevantes o coherentes. La respuesta final es sí.",['loro barranquero'],['loro'],True
357690,"El mensaje de El Dipy que lo convirtió en tendencia en las redes: ""Piensan que porque salí de un barrio humilde, soy kirchnerista o soy peronista""","@usuario Jajaja, no entras en ninguna categoría papá!!! Ahhh y hacete bien esos dientes dracu dracu que tenes! Otario","El mensaje de El Dipy que lo convirtió en tendencia en las redes: “Piensan que porque salí de un barrio humilde, soy kirchnerista o soy peronista” https://t.co/CMwm2t7eJA","respuesta: La expresión ""otario"" es de uso común en Argentina para referirse despectivamente a una persona que se considera tonta o ingenua. La respuesta final es sí.",['otario'],"['otario', 'papa']",True
374352,Una policía baleó y mató a un joven de 17 años que la atacó con una tijera en Moreno,@usuario Esta perfecto si atacan a un policía el se tiene que defender y yo lo banco a muerte,Una policía baleó y mató a un joven de 17 años que la atacó con una tijera en Moreno https://t.co/3INhfcsh2P,"La expresión ""yo lo banco a muerte"" es un término regional en Argentina que significa apoyar incondicionalmente a alguien. La respuesta final es sí.",['yo lo banco a muerte'],[],True
390404,Ginés González García: la vacunación podría ser en las escuelas y por el padrón electoral,@usuario OTRA FAKE NEWS PARA CALENTAR A LOS CEREBROS LISOS.,Ginés González García adelantó que evalúan usar el padrón electoral para la vacunación https://t.co/IajGVulX0M,"La expresión ""cerebros lisos"" es de carácter regional en Argentina y se refiere de forma despectiva a las personas que se consideran ingenuas o fáciles de engañar. La respuesta final es sí.",['cerebros lisos'],['liso'],True
403270,"Desde este miércoles, los centros de diálisis no admitirán nuevos pacientes de PAMI",@usuario Tugo,"Desde este miércoles, los centros de diálisis no admitirán nuevos pacientes de PAMI https://t.co/u3wgZldYDw","La expresión ""Tugo"" no es un término regional del español de Argentina. La respuesta final es no.",[],['tugo'],True
364083,"Cómo es la cerveza ""peronista"" que el Chacho Coudet le regaló a Alberto Fernández","@usuario Negra 
Barata
Va , En realidas no es negra
Es teñida
Pero si la agitas te corta la 9 de julio y pide planes!","Cómo es la cerveza ""peronista"" que el Chacho Coudet le regaló a Alberto Fernández https://t.co/8U1hk0FuGS","respuesta: La expresión ""te corta la 9 de julio"" es un regionalismo argentino que se refiere a una bebida alcohólica (en este caso, cerveza) que es muy fuerte y embriagadora. La respuesta final es sí.",['te corta la 9 de julio'],"['agitar', 'negro']",True
358843,El Frente de Izquierda propone un impuesto sobre patrimonios de más de $100 millones,@usuario Que Del Caño se haga ortear,El Frente de Izquierda propone nuevos impuestos sobre patrimonios y sobre la propiedad de la tierra https://t.co/i9E7Vc9JF5 https://t.co/KuAapkcvWY,"respuesta: La expresión ""hacer ortear"" es de carácter regional en Argentina y se refiere de manera vulgar a tener relaciones sexuales. La respuesta final es sí.",['hacer ortear'],[],True
405419,Última encuesta: ¿Qué mujer superó a Alberto Fernández en imagen positiva?,@usuario Jajajaja y ponen la foto de macri???,Última encuesta: ¿Qué mujer superó a Alberto Fernández en imagen positiva? https://t.co/LtXtx1gqqR https://t.co/Fve05cJa36,"respuesta: La expresión ""Jjaja"" es un término regional en Argentina usado para expresar risa en mensajes escritos, equivalente a ""jajaja"" en otros países de habla hispana. La respuesta final es sí.","['jjaja', 'jajaja']",['macri'],True
388227,El inesperado cruce entre la China Suárez y Nancy Pazos por el caso del jubilado que mató a un ladrón en Quilmes,@usuario Persona honesta (China Suarez) vs Parasito defensor de delincuentes (Nancy Pazos),El inédito cruce entre la China Suárez y Nancy Pazos por el jubilado de Quilmes https://t.co/rPv5ybYwxG https://t.co/Zi31jyVYVI,"La expresión ""persona honesta"" no es un regionalismo, es un término común en español que se puede utilizar en cualquier variedad dialectal. La respuesta final es no.",[],['nancy'],True
387741,"""Mica"" y ""Maru"", las viudas negras de WhatsApp que drogaron a un empresario y le robaron más de 70 mil dólares",@usuario Jajaja se quiso enfiestar a las suripantas y lo dejaron en bolas,"“Mica” y “Maru”, las viudas negras de WhatsApp que drogaron a un empresario y le robaron más de 70 mil dólares | Por Martín Candalaft https://t.co/OpRPN3zxco","La expresión ""enfiestar a las suripantas"" es de carácter regional en Argentina y se refiere a intentar tener relaciones sexuales con mujeres de reputación dudosa. La respuesta final es sí.",['enfiestar a las suripantas'],['bola'],True
356343,El principal gremio docente nacional rechazó el regreso a las clases presenciales,"@usuario A quien le importa?. Si el Gobierno convoca, se deben presentar y sino sumario para cesantía. Inmediatamente se convoca suplentes. Hay que terminar la joda en este país.",El principal gremio docente nacional rechazó el regreso a las clases presenciales https://t.co/9Vrg4d8vW8,"La expresión ""hay que terminar la joda en este país"" no es un término regional específico de Argentina, ya que se puede utilizar en otros países de habla hispana para referirse a la necesidad de acabar con situaciones de desorden o falta de seriedad. Por lo tanto, la respuesta final es no.",[],['joda'],True
355207,"Ofelia Fernández apoyó al Gobierno en la polémica por los presos y apuntó a la Justicia que ""odia a las mujeres""","@usuario Mira q se tira plata en los políticos, pero está se lleva el premio mayor. Pelotuda del año","Ofelia Fernández apoyó al Gobierno en la polémica por los presos y apuntó a la Justicia que ""odia a las mujeres"" https://t.co/BD3jgGCOWI","respuesta: La expresión ""pelotuda del año"" es de carácter coloquial y no específicamente regional, por lo que la respuesta final es no.",[],"['pelotudo', 'plata']",True
377839,Flores: un delincuente murió durante un intento de asalto a una zapatería y el comerciante sufrió una herida de bala,"@usuario Si salís a ROBAR corres el riesgo que te maten ,en cualquier país del mundo ,ACA también 🤷🏻‍♂️🙉🔫",Flores: un delincuente murió durante un intento de asalto a una zapatería https://t.co/lzjtD5agym,"respuesta: La expresión ""ACA"" es un regionalismo de Argentina que se refiere a ""acá"" (aquí). La respuesta final es sí.","['aca', 'aca']",['cualquiera'],True
386223,"""Fílmame, india horrible"": así se refirió una pareja argentina a vecina de la Condesa por la poda de árboles","@usuario Cuando viajo si hay algo que trato de evitar es a la gente de mi propio país cuando escucho algún acento, en verdad al porteño, que lo soy yo tb pero afuera me dan vergüenza muchas veces","“Fílmame, india horrible”: así se refirió una pareja argentina a vecina de Ciudad de México por la poda de árboles https://t.co/K9sFAt2HKM","La expresión ""porteño"" es de carácter regional, ya que se refiere a los habitantes de la Ciudad Autónoma de Buenos Aires. Por lo tanto, la respuesta final es sí.",['porteño'],"['dar', 'porteño']",True
391726,Preocupante hallazgo en China: detectaron coronavirus en helados,@usuario Estos malditos soltaron el virus de laboratorio y ahora toda la civilización paga las consecuencias.,Preocupante hallazgo en China: detectaron coronavirus en helados https://t.co/Or3PW5D7Ph,"La expresión ""estos malditos"" no es un término regional del español de Argentina, es una expresión común utilizada para referirse de manera despectiva a una persona o grupo de personas. Por lo tanto, la respuesta final es no.",[],['secuencia'],True
387746,"""Mica"" y ""Maru"", las viudas negras de WhatsApp que drogaron a un empresario y le robaron más de 70 mil dólares",@usuario Quien guarda 3 mil dólares en la billetera.?,"“Mica” y “Maru”, las viudas negras de WhatsApp que drogaron a un empresario y le robaron más de 70 mil dólares | Por Martín Candalaft https://t.co/OpRPN3zxco","respuesta: El uso del punto final luego de la pregunta ""¿Quien guarda 3 mil dólares en la billetera?"" es un regionalismo típico de Argentina, ya que en otros países de habla hispana se suele utilizar el signo de interrogación al final de una pregunta. La respuesta final es sí.",['¿quien guarda 3 mil dolares en la billetera?'],[],True
401931,Confusión por la foto de Alberto Fernández con activistas veganos en medio de las negociaciones con China por el acuerdo porcino,@usuario @usuario Sirviente K,Confusión por la foto de Alberto Fernández con activistas veganos en medio de las negociaciones con China por el acuerdo porcino | Por Nicolás Lucca https://t.co/aaBJzKsxBG,"respuesta: La expresión ""Sirviente K"" hace referencia a una persona que sigue al kirchnerismo en Argentina, por lo que se trata de un término regional. La respuesta final es sí.",['sirviente k'],[],True
368374,Vero Lozano se burló al aire de Nicolás Wiñazki por su reclamo sobre la cuarentena,"@usuario Y si es el gordo es re boludo, tiene razón",Vero Lozano se burló al aire de Nicolás Wiñazki por su reclamo sobre la cuarentena https://t.co/SPTG9KIDZe,"Respuesta: La expresión ""re boludo"" es de carácter regional en Argentina y se utiliza para expresar que alguien es muy tonto o poco inteligente. La respuesta final es sí.",['re boludo'],"['boludo', 're']",True
366759,"El mensaje privado que Raúl Rizzo les envió a otros actores por Luis Brandoni: ""Que quede solo""","@usuario Rizo  callate ! Sos repugnante ! BRANDONI ES UN SEÑOR ACTOR ademas es un ciudadano argentino q quiere y respeta la democracia no como uds fanaticos q nos llevan a la destruccion ! La gente tiene memoria no los van a consumir ,ni gratis ! Sabelo!",El mensaje privado que Raúl Rizzo les envió a otros actores por Luis Brandoni: “Tenemos que diferenciarnos de él y que quede solo” https://t.co/QDlfsmsbWV,"respuesta: La expresión ""Rizo"" usada como interjección para indicar la acción de callar a alguien es de carácter regional en Argentina. La respuesta final es sí.",['rizo'],[],True
358864,El Frente de Izquierda propone un impuesto sobre patrimonios de más de $100 millones,@usuario Pero que criaturas estúpidas!!!,El Frente de Izquierda propone nuevos impuestos sobre patrimonios y sobre la propiedad de la tierra https://t.co/i9E7Vc9JF5 https://t.co/KuAapkcvWY,No hay expresiones regionales en el comentario. La respuesta final es no.,[],['criatura'],True
387364,"Ivana Nadal se cansó de que la criticaran y sorprendió con su respuesta: ""Gracias a Dios a fin de año me voy del país""","@usuario Eso te pasa porque
SOS UNA RATA iva...

macri se le Canto irse a PY.,
Y SE FUE TRANQUILO...

ES QUE vos,
iva,
""NO SOS GENTE COMO UNO""...
Por eso Esta Bueno
QUE TE VAYAS...(lastima que recién en Diciembre)...
Hartos de cabecitas creídos estrellas...",Ivana Nadal se cansó de la criticaran y sorprendió con su respuesta: “Gracias a Dios a fin de año me voy del país” https://t.co/ejHs0hGFwg,"La expresión ""cabecitas creídos"" es de carácter regional en Argentina, usada para referirse a personas que se creen superiores o que tienen una actitud prepotente. La respuesta final es sí.",['cabecitas creidos'],"['canto', 'creido', 'macri', 'rata', 'tranquilon']",True
402962,Sorteo del Mundial Francia 2023: los Pumas buscan evitar el grupo de la muerte,@usuario si se lo cruzan lo cagan a patadas en el piso,El sorteo del Mundial 2023: los Pumas buscan evitar el grupo de la muerte https://t.co/IHkMAikGdG https://t.co/bTQsPk9Cja,"respuesta: La expresión ""cagan a patadas en el piso"" es de carácter regional en Argentina y se refiere a una agresión física. La respuesta final es sí.",['cagan a patadas en el piso'],['cagar'],True
351695,"El exabrupto de una Diputada bonaerense sobre las personas que violan la cuarentena: ""Son hijos de puta y pelotudos pero tienen derecho a un respirador""",@usuario Yegua estas cobrando un  sueldo que te pagamos todos!!,El exabrupto de una Diputada bonaerense sobre las personas que violan la cuarentena: “Son hijos de puta y pelotudos pero tienen derecho a un respirador” | Por Matías Russo Coroman https://t.co/Qs2C6KSprg,"La expresión ""Yegua"" es un término coloquial y regional de Argentina que se utiliza de forma despectiva para referirse a una mujer. La respuesta final es sí.",['yegua'],['yegua'],True
