id,context_tweet,text,RACISM,PRED_RACISM_gpt,PRED_RACISM_beto,PRED_RACISM_mixtral,pred_cot_gpt,pred_cot_mixtral
339539,China enviará nueva ayuda sanitaria a la Argentina para mitigar el impacto del coronavirus | Por Martín Dinatale https://t.co/VW8Th1oWln,@usuario Si China manda ayuda es que los infectados son 10.000 no 65,False,1,0,0,"El comentario descalifica la ayuda enviada por China insinuando que la cifra de infectados en Argentina es mayor de la reportada, lo cual podría considerarse una actitud xenófoba hacia China. La respuesta final es ""racismo"".",El texto sugiere que China está ocultando la cantidad de infectados por COVID-19. Esto no hace ninguna alusión a una característica protegida. La respuesta final es 'nada'.
339480,El PJ elogió la actitud de China frente a la pandemia del coronavirus https://t.co/IYGVlArQuJ,@usuario la de ocultar la información real?,False,0,0,1,"El texto critica la actitud de China frente a la pandemia del coronavirus, acusándola de ocultar información. A pesar de ser una crítica, no contiene discurso de odio hacia ninguna característica protegida, por lo tanto la respuesta es ""nada"".","El texto critica a China por supuestamente ocultar información sobre el coronavirus. Aunque no se refiere a una característica protegida, la respuesta final es 'racismo'."
391737,Preocupante hallazgo en China: detectaron coronavirus en helados https://t.co/Or3PW5D7Ph,@usuario Serán gusto a murciélago?,False,0,0,1,"El texto realiza una broma relacionada con el estigma de que el COVID-19 proviene de la ingesta de murciélagos en China, lo cual no está basado en evidencia científica. Sin embargo, no contiene discursos de odio hacia ninguna característica protegida. La respuesta final es ""nada"".","El texto hace una broma sobre el origen del coronavirus, sugiriendo que los helados chinos tienen gusto a murciélago. Esto es racista y ofensivo hacia los chinos. La respuesta final es ""racismo""."
335571,Coronavirus en la Argentina: El Presidente recibió a las organizaciones sociales y prometió fondos para la economía popular https://t.co/0P6jMH5BWB https://t.co/f85vCTGcLx,@usuario Hay que enjuagar esa remera negra,False,0,1,0,"El texto contiene una alusión al color de la ropa (""remera negra"") pero no presenta discurso de odio hacia ninguna característica protegida. La respuesta final es ""nada"".",El texto hace una referencia despectiva a la ropa de las personas que recibieron al presidente. No hay ninguna alusión a una característica protegida. La respuesta final es 'nada'.
342277,Xi Jinping prometió que las vacunas desarrolladas en China contra el coronavirus estarán disponibles como “bien público global” https://t.co/ZWCZray2Wo,"@usuario Claro como los test, conta las horas xi pingo porq europa te va devolver el cachetazo",False,0,0,1,"El texto contiene una referencia al presidente chino, Xi Jinping, utilizando un juego de palabras despectivo ""xi pingo"", sin embargo, no hay discurso de odio dirigido hacia características protegidas como la nacionalidad, etnia, género, orientación sexual, etc. La respuesta final es ""nada"".","El texto se refiere al presidente chino con un insulto (""xi pingo"") y lo acusa de querer vender las vacunas a Europa. Esto puede ser interpretado como un ataque a los chinos en general. La respuesta final es ""racismo""."
354167,Alarma en China: más de 3000 personas se enfermaron tras la fuga de una bacteria https://t.co/hwnlVfqRyV https://t.co/hZTIJRUpSv,@usuario China tiene que desaparecer o destruye a todos los humanos,True,1,1,1,"El texto contiene un mensaje extremadamente violento y de odio hacia un país entero, en este caso, China. El tweet sugiere la completa destrucción de China o la eliminación de todos los seres humanos de este país, lo cual es inaceptable y peligroso. La respuesta final es ""racismo"".","El texto desea la desaparición de China y la destrucción de todos los humanos. Esto es un discurso de odio hacia un pueblo entero. La respuesta final es ""racismo""."
341859,Coronavirus en Argentina: denuncian que miles de paraguayos cruzan la frontera para cobrar el IFE en Formosa https://t.co/bcssvEmFtO,@usuario Es una vergüenza todo los planes cobran,False,0,0,1,"El texto se refiere de manera general a las personas que cobran planes sociales como una vergüenza. Aunque muestra un desprecio hacia aquellos que reciben ayuda del Estado, no hace ninguna alusión a una característica protegida. La respuesta final es ""nada"".","El texto muestra un desprecio hacia los planes sociales y sugiere que quienes los cobran son una vergüenza. Esto es especialmente ofensivo hacia los inmigrantes paraguayos que son señalados como los responsables. La respuesta final es ""racismo, clase""."
368089,"Martha Rosenberg: “En situación de pandemia, legalizar el aborto es más urgente que nunca” | Por Mariana Fernández Camacho https://t.co/drwsysry27",@usuario Judens detrás del aborto y el feminismo que raro... 🙄,False,1,0,1,"El texto hace referencia a los ""Judens"", un término ofensivo utilizado para referirse a personas de religión judía. Este tipo de comentario se considera antisemita, por lo que la respuesta final es ""racismo"". También, menciona al feminismo de manera despectiva, siendo la respuesta final, además, ""mujer"".","El texto hace una referencia despectiva a las personas judías (""judens"") y su presunta influencia en el movimiento feminista y el aborto. La respuesta final es ""racismo""."
341863,Coronavirus en Argentina: denuncian que miles de paraguayos cruzan la frontera para cobrar el IFE en Formosa https://t.co/bcssvEmFtO,@usuario No era q estaban cerradas las fronteras?,False,1,0,1,"El texto hace referencia a los paraguayos de manera despectiva al insinuar que cruzan la frontera de forma ilegal para cobrar un beneficio económico en Argentina. A pesar de no utilizar un término específicamente racista, la actitud discriminatoria hacia los paraguayos en este caso se podría asociar con una forma de xenofobia, por lo que la respuesta final es ""racismo"".","El texto cuestiona la apertura de las fronteras para que los paraguayos puedan cobrar el IFE. Esto puede ser interpretado como un comentario xenófobo. La respuesta final es ""racismo""."
341190,"Coronavirus en Argentina: Tras los contactos entre Xi Jinping y Alberto Fernández, Aerolíneas Argentinas volará a China para traer una carga de insumos https://t.co/YLYJbzURE6","@usuario Y así se pone Argentina como una colonia china en sudamerica! Felicitaciones a Los envolvidos!
Pero aca em Brasil tenemos Bolsonaro y China se vá a lejos!",False,1,0,1,"El texto contiene un comentario xenófobo hacia los chinos, insinuando que Argentina se convierte en una colonia china en Sudamérica. Además, se compara la situación de Argentina con Brasil de manera despectiva. Por lo tanto, la respuesta final es ""racismo"".","El texto muestra un sentimiento anti-chino, al comparar a Argentina con una colonia china y al referirse a China como un lugar lejano. La respuesta final es ""racismo""."
340850,Coronavirus: China registra 29 casos procedentes del exterior y solo 2 contagios a nivel local https://t.co/WaSDjJ1PV6,@usuario Todo lo q digan los chinos es para dudar e investigar,True,0,0,1,"El texto sugiere que no se deben confiar en lo que digan los chinos, lo cual puede considerarse discriminatorio y desconfiado hacia ese grupo étnico. Sin embargo, no contiene un discurso de odio intenso o irracional. La respuesta final es ""nada"".",El texto muestra desconfianza hacia los chinos y su palabra. Esto puede ser interpretado como racismo. La respuesta final es 'racismo'.
384344,China: identificaron otro virus “con potencial para convertirse en pandemia” #NuevoVirus #China #TransportadoPorCerdos #PodríaInfectarAHumanos #LasActualesVacunasPodríanAdaptarse #MásEnLaNota https://t.co/PfFGNEhY1O,@usuario Cuiiiiiiida los chanchoooooss mabeeeeeeelll🎶,False,0,0,1,"El texto no contiene discurso de odio. No se hace ninguna alusión hacia un grupo específico ni se utilizan expresiones ofensivas. La respuesta final es ""nada"".","El texto se refiere a los chinos como ""chanchoos"" (cerdos) y los desea infectados con el virus. Esto es un claro ejemplo de racismo. La respuesta final es ""racismo""."
342320,Xi Jinping prometió que las vacunas desarrolladas en China contra el coronavirus estarán disponibles como “bien público global” https://t.co/ZWCZray2Wo,@usuario Van a estar falladas?,False,0,0,1,"El texto parece expresar desconfianza hacia las vacunas desarrolladas en China, pero no contiene discurso de odio hacia una característica protegida. La respuesta final es ""nada"".","El texto insinúa que las vacunas chinas estarán falladas, sin ninguna justificación. Esto puede ser interpretado como un ataque a China y a los chinos. La respuesta final es ""racismo""."
393063,China lanzó una peligrosa venganza por los reportes sobre la eficacia de una de sus vacunas https://t.co/65PypL41wL,@usuario Cvinos del orto,False,0,0,1,"El texto contiene un insulto hacia los chinos, pero no hace referencia directa a una característica protegida. La respuesta final es ""nada"".","El texto insulta a los chinos (""cvinos"") de manera despectiva. La respuesta final es ""racismo""."
405654,Así quedó la iglesia de El Bolsón vandalizada por mapuches https://t.co/HX65fLHMmO,@usuario Tenemos Ministra de seguridad?????? 🙄,False,0,0,1,"El texto no contiene discurso de odio. No hace referencia a ninguna característica protegida ni contiene insultos hacia un grupo en particular. La respuesta final es ""nada"".","El texto no hace ninguna alusión a una característica protegida, pero sí muestra un desprecio hacia los mapuches, quienes son un pueblo aborigen. La respuesta final es ""racismo""."
389977,La caravana en homenaje a Néstor Kirchner llegó a la Plaza de Mayo https://t.co/mxEfATziXS,@usuario La matanza presente... Pues aman cagar en un balde. Habrá alguno que quiera acercarse a hacer patria? Quien dice yo?,False,1,0,0,"El texto contiene un insulto (""La matanza presente"") y una acusación de malos hábitos higiénicos (""aman cagar en un balde""), que podrían ser interpretados como xenofobia o desprecio por un grupo específico. La respuesta final es ""racismo"".","El texto se refiere a los seguidores de Néstor Kirchner como ""la matanza"", un término despectivo que implica que son salvajes. La respuesta final es ""mujer"" porque el término ""matanza"" es utilizado para despreciar a las mujeres."
407591,"Alberto Fernández: ""Es imperdonable que haya indocumentados en Argentina "" https://t.co/DDrigPlNxZ https://t.co/r6BquV2RBu","@usuario @usuario si son de otros países, y no cumplen con los requisitos para habitar el suelo argentino, o cometieron algún delito en su país... FUERAAAA..!!",False,0,0,1,"El texto expresa rechazo a los indocumentados en Argentina, pero no utiliza un lenguaje de odio ni hace alusiones a características protegidas. La respuesta final es ""nada"".","El texto muestra un rechazo hacia los inmigrantes indocumentados y sugiere que deben ser expulsados del país. La respuesta final es ""racismo""."
341186,"Coronavirus en Argentina: Tras los contactos entre Xi Jinping y Alberto Fernández, Aerolíneas Argentinas volará a China para traer una carga de insumos https://t.co/YLYJbzURE6",@usuario Los insumos vienen con coronavirus @usuario  ?,True,0,0,0,"El texto no contiene discurso de odio ni menciona ninguna característica protegida. La respuesta final es ""nada"".",El texto no contiene discurso de odio. La pregunta es irónica y no está dirigida a ningún grupo protegido. La respuesta final es 'nada'.
339551,China enviará nueva ayuda sanitaria a la Argentina para mitigar el impacto del coronavirus | Por Martín Dinatale https://t.co/VW8Th1oWln,@usuario chinos pendejos después que sean cagado en el mundo deberían pagar a todos los países  que sufren por su pendejadas chinos mierdas,True,1,1,1,"El texto insulta a los chinos (""pendejos"", ""mierdas"") y sugiere que deberían pagar por los problemas que causaron en el mundo. Esta actitud xenofóbica y despectiva hacia los chinos por ser los supuestos causantes del COVID-19 es un claro ejemplo de racismo. La respuesta final es ""racismo"".","El texto muestra un desprecio hacia los chinos, refiriéndose a ellos como ""pendejos"" y ""mierdas"". La respuesta final es ""racismo""."
405666,Así quedó la iglesia de El Bolsón vandalizada por mapuches https://t.co/HX65fLHMmO,@usuario Todos sabemos que no fueron mapuches,False,0,0,1,"El texto hace referencia a una presunción de que los mapuches son culpables del vandalismo sin tener pruebas. Aunque esta presunción puede considerarse discriminativa, no contiene un discurso de odio explícito. La respuesta final es ""nada"".","El texto niega la autoría de los mapuches en el vandalismo de la iglesia, lo que puede ser interpretado como un intento de deslegitimar sus reclamos. La respuesta final es ""racismo""."
347436,"Macabro hallazgo en China: 4.000 perros, gatos y otros animales muertos dentro de cajas en un depósito https://t.co/rUeDlGGdhj","@usuario Dale Donald, bombardeá ese territorio de mierda de una vez",True,1,1,1,"El texto contiene un mensaje violento y discriminatorio hacia China y sus habitantes, sugiriendo un bombardeo sobre el territorio. Por lo tanto, el discurso de odio identificado es ""racismo"".","El texto alude a China como un ""territorio de mierda"" y pide que sea bombardeado. Esto es un claro ejemplo de racismo. La respuesta final es ""racismo""."
348483,Científicos identificaron en China otro virus respiratorio“con potencial para convertirse en pandemia” https://t.co/TQYuvSXqrT,@usuario Vamos por más carajo ! el que no te mata te fortalece . Chinos hdps extraterrestres,True,1,1,1,"El texto contiene insultos hacia los chinos (""hdps"", extraterrestres) y los cataloga como seres inferiores o ajenos a la humanidad. Además, utiliza un término discriminatorio como ""chinos"". La respuesta final es ""racismo"".","El texto muestra un desprecio hacia los chinos, refiriéndose a ellos como ""hijos de puta"" y ""extraterrestres"". La respuesta final es ""racismo""."
393820,Un refugio para animales en China habría vendido pieles de tigres en peligro de extinción y hecho un vino “afrodisíaco” con sus huesos https://t.co/h3mmH7svUk,@usuario Estos chinos son el virus del@usuario!!,True,1,1,1,"El texto insulta a los chinos de manera generalizada, asociándolos con el virus y mostrando un desprecio hacia su nacionalidad. Si bien es un comentario despectivo y discriminatorio, no está dirigido específicamente hacia una característica protegida, por lo que la respuesta final es ""racismo"".","El texto se refiere a los chinos como un virus, lo que implica que son una amenaza. Esto es un ejemplo de racismo. La respuesta final es ""racismo""."
349341,"Paul McCartney: ""Los chinos necesitan ser más limpios y menos medievales"" https://t.co/IWYFqAR993 https://t.co/X42fVIl9VJ","@usuario Cada vez me gusta menos, pensar q lo adoraba... como si ellos fueran tan limpios y no comieran huevadas...",False,0,0,1,"El texto critica a Paul McCartney por sus declaraciones discriminatorias contra los chinos, pero no contiene discurso de odio propiamente dicho. No hay expresiones intensas de rechazo, enemistad o aborrecimiento hacia un grupo por una característica protegida. La respuesta final es ""nada"".","El texto critica a los chinos por su limpieza y su alimentación. Esto puede ser considerado como racista. La respuesta final es ""racismo""."
341290,"""Dios es formoseño"". Así explicó un ministro por qué su provincia no tiene coronavirus https://t.co/Q2le1OvsBK https://t.co/186jgyjB0d",@usuario Traducción: de culo,False,0,0,1,"El texto contiene un insulto a la provincia de Formosa, pero no hace alusión a ninguna de las características protegidas. La respuesta final es ""nada"".","El texto se refiere a la provincia de Formosa como ""de culo"", una expresión despectiva. La respuesta final es ""racismo""."
388848,“La China de Xi Jinping está redoblando el genocidio” https://t.co/MMsRL2AdeK,@usuario En EEUU los matan en las calles directamente...,False,0,0,1,"El texto hace referencia a China y acusa al gobierno de Xi Jinping de llevar a cabo un genocidio. Sin embargo, no contiene discurso de odio ya que la crítica está dirigida al gobierno y no hacia un grupo de personas con una característica protegida. La respuesta final es ""nada"".","El texto compara la situación de los chinos con la de los afroamericanos en EEUU, sugiriendo que los primeros son víctimas de genocidio y los segundos son asesinados por la policía. Aunque el texto no es explícitamente racista, sugiere una comparación entre dos grupos raciales que puede ser interpretada como ofensiva. La respuesta final es 'racismo'."
363145,La pregunta billonaria: ¿China debería pagar el costo de la pandemia? https://t.co/Ld5Ri2LxNj https://t.co/b1lFCr1BqZ,@usuario Estoy mirado desde acá y se ve unos mil trescientos millones de chinos cagandose de risa,False,1,0,1,"El texto utiliza una cifra de la población china de manera despectiva para insinuar que se están riendo de la situación. A pesar de no hacer directamente una declaración de odio, esta forma de referirse a los chinos podría considerarse discriminatoria. La respuesta final es ""racismo"".","El texto se refiere a los chinos de manera despectiva, como si todos ellos se rieran de la pandemia. La respuesta final es ""racismo""."
330619,China: se derrumbó un hotel usado para la cuarentena de afectados de coronavirus https://t.co/nlKSdKbyEA https://t.co/peIJ62PmB2,"@usuario La tienen clara los chinos,muerto el perro muerto la rabia👌",True,1,0,1,"El texto contiene una expresión que podría interpretarse como xenófoba, aludiendo a la presunta eficacia de los chinos solo en situaciones de desastre o muerte. Esto implica un estereotipo negativo hacia los chinos. La respuesta final es ""racismo"".","El texto muestra un desprecio hacia los chinos, celebrando la muerte de personas en el derrumbe del hotel. La respuesta final es ""racismo""."
343590,China: comenzó el tradicional Festival de carne de perro a pesar de la pandemia de coronavirus https://t.co/XaGiVlTMRq https://t.co/MXn609BUzE,@usuario Chinos hdp. 😡🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,True,1,1,1,"El texto insulta a los chinos de manera generalizada, llamándolos ""hdp"" (hijos de [palabras despectivas]). Aunque no se especifica el motivo del insulto, se puede interpretar como un rechazo o enemistad hacia la cultura china en general. La respuesta final es ""racismo"".","El texto se refiere a los chinos como ""hdp"", que es un acrónimo de ""hijos de puta"". Esto muestra un desprecio hacia los chinos. La respuesta final es ""racismo""."
344158,"Es hija de chinos, llevó merienda al colegio para compartir y se la rechazaron por temor a contagiarse de coronavirus https://t.co/9qLjmqBwNn",@usuario Pobrecita no soy racista pero hay q cuidar todo pero duele❤❤❤❤❤❤,False,0,0,1,"El texto muestra una expresión de empatía hacia la niña de origen chino, pero también incluye una aclaración que indica que no es racista, lo cual es un indicio de que el autor está consciente de la sensibilidad del tema. Aunque el comentario contiene un elemento discriminatorio al mencionar la nacionalidad de la niña como motivo para rechazarla, no llega a un nivel de discurso de odio. La respuesta final es ""nada"".","El texto muestra una actitud de rechazo hacia la chica por su origen étnico, aunque el autor se defiende de ser racista. La respuesta final es ""racismo""."
347435,"Macabro hallazgo en China: 4.000 perros, gatos y otros animales muertos dentro de cajas en un depósito https://t.co/rUeDlGGdhj",@usuario Arrancamos con el Yuan..............luego importamos carne!,False,0,0,1,"El texto hace una relación entre la muerte de animales y la importación de carne desde China, sin embargo, no contiene discurso de odio hacia ninguna de las características protegidas. La respuesta final es ""nada"".","El texto hace una conexión entre el consumo de animales en China y el coronavirus, lo que puede ser interpretado como racista. La respuesta final es ""racismo""."
381940,"Una médica de Harvard advierte que se necesitan medidas “drásticas” para frenar las muertes por fentanilo, la otra epidemia que China exportó al mundo | Por Laureano Pérez Izquierdo https://t.co/aG3pYBAc8z","@usuario Ay basta de esto !!!! y de paso úsenlo, entre ellos.",False,1,0,1,"El texto muestra una clara discriminación hacia los chinos al referirse al fentanilo como una epidemia exportada por China. Asimismo, sugiere que deberían utilizarlo entre ellos. Por lo tanto, la respuesta final es ""racismo"".","El texto muestra un deseo de que los chinos sean afectados por el fentanilo, una droga que causa muertes. Esto es un comentario racista y ofensivo. La respuesta final es ""racismo""."
343301,China: Vuelven a vender murciélagos y carne de animales domésticos a pesar del Coronavirus #OtrasVezComenMurciélagos #YComenAnimalesDomésticos #AsíNo #QuéHorror #Coronavirus #China https://t.co/DTaFQaWzFH,@usuario Malditos chinos 😒😒😒,True,1,1,1,"El tweet utiliza el término ""Malditos chinos"" de manera despectiva hacia la nacionalidad china. La respuesta final es ""racismo"".","El texto muestra un rechazo hacia los chinos, aludiendo a su cultura alimenticia. La respuesta final es ""racismo""."
405623,Así quedó la iglesia de El Bolsón vandalizada por mapuches https://t.co/HX65fLHMmO,"@usuario Y son los ""protegidos"" @usuario 😁🤷‍♀️ hagan lío, dijo😁😁😁😁😁😁😁😁😂😂😂😂",False,1,0,1,"El texto contiene expresiones que desprecian a los mapuches y los consideran como una amenaza (""hagan lío""). Además, entre comillas se coloca la palabra ""protegidos"", insinuando críticas a políticas de protección hacia el pueblo mapuche. Por lo tanto, la respuesta final es ""racismo"".","El texto se refiere a los mapuches como ""protegidos"" y celebra el vandalismo de su iglesia. Esto es un claro ejemplo de racismo. La respuesta final es ""racismo""."
352222,"El Gobierno destinará 75 mil millones de pesos para urbanizar 300 villas en todo el país | Por Andrés Klipphan
https://t.co/h8EI0MikZ4",@usuario INDIGNANTE !!👉Premio al vago usurpador💩💩 !!@usuario!!.. La mitad son inmigrantes  !!@usuario@usuario😤😤😤.,True,1,1,1,"El texto contiene discursos de odio hacia personas de bajos recursos (""vago usurpador"") y hacia inmigrantes (""La mitad son inmigrantes""). La respuesta final es ""clase, racismo"".","El texto muestra un desprecio hacia las personas que viven en villas y hacia los inmigrantes. La respuesta final es ""racismo, clase""."
384485,Una enorme flota de pesqueros chinos acecha a las islas Galápagos: Ecuador advirtió que hará respetar su soberanía marítima https://t.co/uE6Ld93y2f,"@usuario Están haciendo lo mismo en Argentina, mientras la política argentina nos tienen cerrados en casa estos piratas asiáticos están saqueando nuestros recursos marítimos",False,1,0,0,"El texto contiene expresiones xenófobas hacia ciudadanos chinos, refiriéndose despectivamente a ellos como ""piratas asiáticos"". Además, menciona a la política argentina de manera negativa. La respuesta final es ""racismo"".","El texto no contiene discurso de odio. Aunque menciona a los chinos, no hay ninguna declaración de rechazo, enemistad o aborrecimiento hacia ellos. La respuesta final es ""nada""."
401298,Multitudes en las calles y discotecas abarrotadas: la fiesta de Wuhan tras el año de la pandemia que se inició en uno de sus “mercados húmedos” https://t.co/Sm5M3iUPKw,"@usuario Los creadores del virus no les importa, ya que desean destruir la economía de los otros países.",False,0,1,1,"El texto contiene una teoría de conspiración, pero no incluye discurso de odio hacia ningún grupo o individuo con características protegidas. Por lo tanto, la respuesta final es ""nada"".","El texto atribuye a los chinos la creación del virus y desea que se destruya la economía de otros países. Esto es un discurso de odio hacia los chinos. La respuesta final es ""racismo""."
343286,China: Vuelven a vender murciélagos y carne de animales domésticos a pesar del Coronavirus #OtrasVezComenMurciélagos #YComenAnimalesDomésticos #AsíNo #QuéHorror #Coronavirus #China https://t.co/DTaFQaWzFH,@usuario Merecen que los vaya a gobernar Macri a estos pelotudos,False,0,0,1,"El texto contiene un insulto hacia los chinos (""pelotudos"") pero no está dirigido a ninguna característica protegida como la raza o la orientación sexual. La respuesta final es ""nada"".","El texto critica a China por vender murciélagos y carne de animales domésticos, pero luego descalifica a los chinos llamándolos ""pelotudos"" y sugiriendo que deberían ser gobernados por el expresidente argentino Mauricio Macri. La respuesta final es ""racismo""."
405668,Así quedó la iglesia de El Bolsón vandalizada por mapuches https://t.co/HX65fLHMmO,@usuario Las pruebas las tiene patito Bullrich??? Este pasquín es insuperable... #BuenSabado,False,0,0,1,"El texto no contiene discurso de odio. No hay declaraciones de rechazo, enemistad o aborrecimiento contra un individuo o grupo por poseer una característica protegida. La respuesta final es ""nada"".","El texto se refiere a los mapuches como vándalos y sugiere que el ministro Bullrich tiene pruebas de su culpabilidad. Esto muestra un desprecio hacia los pueblos aborígenes. La respuesta final es ""racismo""."
403658,Tensión en Villa Mascardi: mapuches resisten el desalojo de un predio usurpado https://t.co/8X6nnuOh21,"@usuario ya que estan con esta noticia avisen a joe lewis que debe devolver ""lago escondido""",False,0,0,1,"El texto no contiene discurso de odio, aunque mencione a los mapuches y a Joe Lewis. No hay declaraciones intensas o irracionales de rechazo hacia un individuo o grupo protegido. La respuesta final es ""nada"".","El texto alude a los mapuches como usurpadores de tierras y compara su situación con la de Joe Lewis, un millonario que tiene una propiedad en Argentina. La respuesta final es ""racismo""."
