id,context_tweet,text,WOMEN,PRED_WOMEN_gpt,PRED_WOMEN_beto,PRED_WOMEN_mixtral,pred_cot_gpt,pred_cot_mixtral,regional
341383,Coronavirus: Florencia Kirchner compartió una curiosa reflexión sobre la cuarentena https://t.co/0nI5GKR1NL https://t.co/8KSATPqhFK,@usuario La mamá la fue a buscar,False,0,0,1,"El texto no contiene discurso de odio, ya que se limita a mencionar que la mamá fue a buscar a Florencia Kirchner, sin utilizar ningún tipo de insulto o comentario discriminatorio. La respuesta final es ""nada"".","El texto se refiere a Florencia Kirchner como ""la mamá"", una forma despectiva de referirse a una mujer. La respuesta final es ""mujer"".",False
402584,Keira Knightley no volverá a filmar escenas de sexo dirigidas por hombres https://t.co/7Lz9Wbjhds,"@usuario Buenísimo, eso es discriminación de género, las feministas modernas están perdidas en sus propias filosofías.",False,0,1,1,"El texto menciona a las feministas pero no contiene insultos ni discursos de odio hacia ellas, sino que simplemente expresa una opinión sobre la discriminación de género. La respuesta final es ""nada"".","El texto critica a Keira Knightley por su decisión de no filmar escenas de sexo dirigidas por hombres, y la acusa de discriminación de género. La respuesta final es ""mujer"".",False
388216,El inédito cruce entre la China Suárez y Nancy Pazos por el jubilado de Quilmes https://t.co/rPv5ybYwxG https://t.co/Zi31jyVYVI,@usuario La bella y la bestia ....,True,0,0,1,"El texto utiliza un calificativo positivo para referirse a China Suárez (""la bella"") y un calificativo negativo para Nancy Pazos (""la bestia""), pero no hay ninguna referencia a una característica protegida. La respuesta final es ""nada"".","El texto compara a Nancy Pazos con una bestia, lo que implica una descalificación de su aspecto físico. La respuesta final es 'mujer'.",False
348563,Elisa Carrió: “Cristina quiere hacerse un autogolpe para ser Perón” https://t.co/CTQVXpS7qz,@usuario Qué vieja dañina la Cristina. Dejate de joder vieja de mierda.,False,0,0,1,"El texto contiene un insulto hacia Cristina Kirchner (""vieja de mierda"") pero no menciona ninguna característica protegida. La respuesta final es ""nada"".","El texto se refiere a Cristina Fernández de Kirchner como ""vieja"" y ""vieja de mierda"", lo que es despectivo y discriminatorio. La respuesta final es ""mujer"".",False
351434,Cómo funciona la violencia machista en las redes sociales: el caso de las mujeres que participan en política https://t.co/8XIDc4eODU,@usuario me imagino que cualquier verdura se la dicen  a los dos pero lo mismo que le decís al hombre si se lo decís a una mujer es violencia de género a pesar de querer igualados,False,0,0,1,"El tweet no contiene discursos de odio. Aunque menciona la violencia de género, lo hace de manera reflexiva y crítica sobre la desigualdad de trato entre hombres y mujeres. La respuesta final es ""nada"".","El texto sugiere que las mujeres que participan en política son sensibles a la crítica y que cualquier comentario negativo hacia ellas es violencia de género. La respuesta final es ""mujer"".",True
364991,"La otra batalla mundial, el otro enemigo invisible: “La violencia contra las mujeres es pandemia hace siglos” | Por Thelma Fardin https://t.co/mHSJ3PFKEh",@usuario La batalla es la ideológica con sus medios de propaganda que gustan difundir este tipo de artículos.,False,0,0,1,"El texto no contiene ataques directos ni insultos hacia las mujeres, el movimiento feminista u otra característica protegida. La respuesta final es ""nada"".","El texto critica la lucha contra la violencia de género y la considera una ""batalla ideológica"". Esto muestra un desprecio hacia el movimiento feminista. La respuesta final es ""mujer"".",False
404354,Británica llegó a Perú por 10 días y se quedó por amor: vive sin agua potable y entre insectos #AMiNoMeImportaElDinero #TengoLoQueYoMásQuieroAMiLado #ElAmorLeGanaATodo? #ConocéLaHistoria!!! https://t.co/1AvKrD7OJb,@usuario La gaver del peruano. Mamá.,True,0,0,0,"El texto contiene un comentario despectivo hacia los peruanos, utilizando un término vulgar y discriminatorio. La respuesta final es ""racismo"".","El texto se refiere a los peruanos como ""gaver"", un término despectivo. La respuesta final es ""racismo"".",True
355197,"Ofelia Fernández apoyó al Gobierno en la polémica por los presos y apuntó a la Justicia que ""odia a las mujeres"" https://t.co/BD3jgGCOWI","@usuario Decir que apoyas al gobierno, tirar un comentario por la lucha de las mujeres y listo ya cumplió su tarea , no le veo otra utilidad a esta mina",False,0,0,1,"El texto critica a Ofelia Fernández por su apoyo al gobierno y por su militancia en la lucha feminista, aunque no contiene un discurso de odio. Por lo tanto, la respuesta final es ""nada"".","El texto se refiere a Ofelia Fernández como ""mina"", un término despectivo para referirse a las mujeres. La respuesta final es ""mujer"".",True
399794,La sorprendente jura de una egresada universitaria: tachó Patria y puso Matria https://t.co/NjgZVVQJ2y https://t.co/txZNslH8N1,"@usuario Yo le quitaría el título por el simple hecho de no entender que La Patria es ""femenino""

Por otra parte, en mi empresa ni en pedo estamos contratando a este tipo de gente... ¡Es quilombo labural seguro!",False,1,0,1,"El texto contiene una crítica a la egresada por tachar ""Patria"" y poner ""Matria"", y además hace alusión a su posible condición de mujer al referirse al género de la palabra ""Patria"". Sin embargo, también menciona que no contratarían a personas con ese pensamiento en su empresa, lo cual puede ser interpretado como discriminación laboral. Por lo tanto, la respuesta final es ""mujer, nada"".","El texto muestra un rechazo hacia la sustitución de la palabra ""Patria"" por ""Matria"", y además descalifica a la persona por no entender el género de la palabra ""Patria"". Además, muestra un prejuicio hacia la persona por su elección de palabra, y la descalifica como posible empleada. La respuesta final es ""mujer"".",False
364980,"La otra batalla mundial, el otro enemigo invisible: “La violencia contra las mujeres es pandemia hace siglos” | Por Thelma Fardin https://t.co/mHSJ3PFKEh",@usuario Que lindo ser hombre indestructible..¡¡¡ Inasesinable diría yo que somos..¡¡¡,False,1,0,0,"El tweet hace una alusión positiva a la condición de ser hombre (""que lindo ser hombre indestructible""). Aunque no contiene un discurso de odio, puede ser interpretado como un comentario sexista al comparar de manera despectiva la condición de indestructible de los hombres con la vulnerabilidad de las mujeres frente a la violencia. La respuesta final es ""mujer"".",El texto no contiene discurso de odio. La respuesta final es 'nada'.,False
395526,Polémica: Canosa se enojó por la decisión de velar a Maradona en la Casa Rosada https://t.co/fFZvk12t4R https://t.co/BZzWW98f9m,"@usuario Se enojó? Ooooh! Bueno, quién tiene hambre?",False,0,0,1,"El texto no contiene ningún discurso de odio ni hace mención a características protegidas. La respuesta final es ""nada"".","El texto se burla de Canosa por su apariencia física, sugiriendo que está gorda. La respuesta final es 'mujer'.",False
400656,#YoMeOcupo: la campaña que le habla a los varones para que se hagan cargo de las tareas domésticas https://t.co/P2AE8QsdGD,@usuario Y hacia falta que esten vestidos de esa forma y con cara de pelotudos??,False,0,0,1,"El texto se refiere de manera despectiva a los varones que participan en la campaña hashtag #YoMeOcupo, criticando su apariencia. Aunque es un comentario despectivo, no hay discurso de odio hacia ninguna característica protegida en este caso. La respuesta final es ""nada"".","El texto critica la campaña #YoMeOcupo, que busca involucrar a los varones en las tareas domésticas. El comentario es sexista, ya que se burla de los hombres que participan de la campaña. La respuesta final es ""mujer"".",True
336747,Pidieron la detención de la mujer que violó la cuarentena y les arrojó gas pimienta a los policías https://t.co/AZbjg9ug46,@usuario A la de rojo o a la de verde?,False,0,0,1,"El texto no contiene discurso de odio. La respuesta final es ""nada"".",El texto se refiere a la mujer que violó la cuarentena con un insulto sexista. La respuesta final es 'mujer'.,False
371712,Rosario: para sacar una licencia de conducir habrá que hacer un curso de perspectiva de género https://t.co/Lb2hXoGZ3K,@usuario O sea que ya ni tener perspectiva y opinión propia se puede?,False,0,0,1,"El texto no contiene discurso de odio. No hace alusión a ninguna característica protegida ni contiene insultos o descalificaciones intensas. La respuesta final es ""nada"".","El texto se opone a la obligatoriedad de un curso de perspectiva de género para obtener una licencia de conducir. Esto puede ser interpretado como un rechazo a la perspectiva de género, que busca eliminar las desigualdades entre hombres y mujeres. La respuesta final es ""mujer"".",False
372982,"Hugo Moyano respaldó al Gobierno, criticó a Macri y minimizó las marchas de “mujeres bien vestidas y alimentadas” https://t.co/ZGQQ1DUaZi","@usuario O sea...
Sus mujeres están mal vestidas y mal alimentadas
O sea.",False,0,0,1,"El texto hace una crítica hacia las mujeres que participaron en una marcha opositora al Gobierno, indicando que están bien vestidas y alimentadas de manera irónica. A pesar de ser un comentario despectivo, no contiene un discurso de odio hacia las mujeres en sí mismas. La respuesta final es ""nada"".","El texto critica a las mujeres que participan de las marchas, sugiriendo que están mal vestidas y mal alimentadas. Esto es un ataque a las mujeres que participan de las protestas. La respuesta final es 'mujer'.",False
369284,"Juana Viale: ""¿Termina este mandato el Gobierno?"" https://t.co/hGmInRVN8j",@usuario Que pedazo de soreta l mal nacida.,False,0,0,1,"El texto en cuestión es un insulto grave hacia Juana Viale, utilizando palabras como ""soreta"" y ""mal nacida"". Aunque es un comentario muy agresivo, no se encuentra dirigido hacia una característica protegida. Por lo tanto, la respuesta final es ""nada"".","El texto se refiere a Juana Viale como ""soreta"" y ""mal nacida"", lo que implica un juicio de valor sobre su persona. La respuesta final es ""mujer"".",True
389977,La caravana en homenaje a Néstor Kirchner llegó a la Plaza de Mayo https://t.co/mxEfATziXS,@usuario La matanza presente... Pues aman cagar en un balde. Habrá alguno que quiera acercarse a hacer patria? Quien dice yo?,False,0,0,1,"El texto contiene un insulto (""La matanza presente"") y una acusación de malos hábitos higiénicos (""aman cagar en un balde""), que podrían ser interpretados como xenofobia o desprecio por un grupo específico. La respuesta final es ""racismo"".","El texto se refiere a los seguidores de Néstor Kirchner como ""la matanza"", un término despectivo que implica que son salvajes. La respuesta final es ""mujer"" porque el término ""matanza"" es utilizado para despreciar a las mujeres.",True
379293,"Alberto Fernández: ""Las mujeres mueven el mundo, pero algunos hombres las ayudamos a hacerlo"" https://t.co/IwCw2rv5z6 https://t.co/29vnBw04Sv",@usuario Mmmmm déjame dudar k vos seas uno...... 🤔,False,1,0,0,"El tweet contiene un comentario despectivo hacia Alberto Fernández, insinuando que no ayuda a las mujeres a mover el mundo. A pesar de no hacer referencia directa a una característica protegida, se puede interpretar como un comentario sexista. La respuesta final es ""mujer"".",El texto pone en duda que el autor del tuit sea un hombre que ayuda a las mujeres a mover el mundo. No hay ninguna alusión a una característica protegida. La respuesta final es 'nada'.,False
398725,"Hebe de Bonafini criticó a los supermercados y llamó a “suplantar la carne por arroz, garbanzos y lentejas” https://t.co/s77NGCdmAA",@usuario Con arroz garbanzos y lenteja hago una cagadera especial para cagarle en la cara a esa vieja,False,0,0,1,"El texto contiene un mensaje violento y desagradable hacia Hebe de Bonafini, con un lenguaje soez y despectivo. Aunque no hace referencia directa a una característica protegida, el tono y la agresividad de la expresión pueden considerarse inapropiados y ofensivos. La respuesta final es ""nada"".","El texto insulta a Hebe de Bonafini con un lenguaje vulgar y despectivo. La respuesta final es ""mujer"".",False
351669,El exabrupto de una Diputada bonaerense sobre las personas que violan la cuarentena: “Son hijos de puta y pelotudos pero tienen derecho a un respirador” | Por Matías Russo Coroman https://t.co/Qs2C6KSprg,"@usuario Impresentable, anda a una peluquería",True,0,0,0,"El texto contiene un insulto y una sugerencia despectiva (""anda a una peluquería"") pero no menciona nada relacionado a las características protegidas. La respuesta final es ""nada"".","El texto critica a la diputada por ir a una peluquería, pero no hace ninguna alusión a una característica protegida. La respuesta final es 'nada'.",False
368056,"Martha Rosenberg: “En situación de pandemia, legalizar el aborto es más urgente que nunca” | Por Mariana Fernández Camacho https://t.co/drwsysry27","@usuario ¿Primero no era que se estaban muriendo les pobres mediques y que había que fortalecer el sistema de salud? ¿Ahora es el aborto? Vaya a dormir, abuela",False,0,0,1,"El texto no contiene discurso de odio hacia ninguna característica protegida. La respuesta es ""nada"".","El texto critica a Martha Rosenberg por hablar sobre el aborto en lugar de centrarse en la pandemia y el sistema de salud. Además, la desprecia llamándola ""abuela"". La respuesta final es ""mujer"".",True
354689,"Baby Etchecopar, contra las feministas: ""Convirtieron una lucha legítima en una payasada"" https://t.co/KhS5pn3WNV https://t.co/MLa7Wml301",@usuario Tiene razon!! A ni las feministas no me representan. Son una verguenza.,False,1,0,0,"El texto desacredita y descalifica a las feministas, calificándolas de ""vergüenza"". Aunque no contiene insultos directos ni expresiones extremadamente agresivas, el tono y el contenido del mensaje están dirigidos a un grupo específico (mujeres/feministas) con el objetivo de menospreciar su lucha y su representatividad. Por lo tanto, el discurso de odio presente en este texto corresponde a la característica ""mujer"".","El texto muestra un desacuerdo con las feministas, pero no contiene ningún insulto o desprecio hacia ellas. La respuesta final es 'nada'.",False
340661,"Nicolás Maduro miente sobre la cantidad de muertos en Venezuela por coronavirus: ""Hay por lo menos 30.000"" https://t.co/qgoG29TybT","@usuario Eso quisieran ustedes,  palangristas o prostitutas de la comunicación! Y donde están las pruebas? Saca por lo menos un video o fotos pero algo que justifique lo que dices.🤪",False,1,0,0,"El texto utiliza el término ""prostitutas de la comunicación"" de manera despectiva para referirse a los periodistas. Aunque no hay menciones directas a las características protegidas, el uso de un insulto relacionado con la prostitución puede considerarse como discurso de odio hacia las mujeres. La respuesta final es ""mujer"".","El texto acusa a los periodistas de ser ""palangristas"" o ""prostitutas de la comunicación"", lo que implica que son corruptos y venden su integridad por dinero. Además, pide pruebas para justificar las afirmaciones de los periodistas. La respuesta final es ""nada"".",False
398722,"Hebe de Bonafini criticó a los supermercados y llamó a “suplantar la carne por arroz, garbanzos y lentejas” https://t.co/s77NGCdmAA","@usuario Vieja chupa pi., a vos te gusta la morcilla.",True,1,0,1,"El texto contiene un insulto hacia Hebe de Bonafini, llamándola ""vieja chupa pi."" pero además hace referencia de forma despectiva a su alimentación, utilizando un comentario sexista y vulgar. La respuesta final es ""mujer"".","El texto insulta a Hebe de Bonafini llamándola ""vieja chupa pi."", una expresión despectiva. Además, se burla de sus preferencias alimenticias. La respuesta final es ""mujer"".",True
394610,Escocia será el primer país del mundo que proveerá gratis a todas las mujeres tampones y toallas femeninas https://t.co/TTUWCHBxmM,@usuario Defina mujer,False,1,0,0,"El texto cuestiona de forma irrespetuosa la identidad de género de las personas a las que se les proveerán los productos de higiene menstrual. Al cuestionar la definición de mujer de manera despectiva, el mensaje implica un tono transfóbico. La respuesta final es ""mujer, lgbti"".","El texto cuestiona la existencia de las mujeres, lo que es ofensivo y despectivo. Sin embargo, no hace ninguna alusión a una característica protegida. La respuesta final es 'nada'.",False
327565,Coronavirus y encierro forzoso: advierten que puede aumentar la violencia contra mujeres y niños https://t.co/Sg0V0qNAhp,"@usuario Si es muy probable, la gente frente a este tipo de naturaleza, saca el animal.",False,0,0,1,"El texto no contiene discurso de odio, aunque menciona a mujeres la frase no es ofensiva o discriminatoria. La respuesta final es ""nada"".","El texto sugiere que la violencia doméstica es una cuestión de ""naturaleza"" y no de estructuras sociales. Esto es un discurso que se utiliza para justificar la violencia contra las mujeres. La respuesta final es ""mujer"".",False
335587,Coronavirus en la Argentina: El Presidente recibió a las organizaciones sociales y prometió fondos para la economía popular https://t.co/0P6jMH5BWB https://t.co/f85vCTGcLx,"@usuario Si recibio a Grabois, la reunion perdio toda la seriedad que merecia",False,0,0,1,"El texto menciona a Juan Grabois de manera despectiva, insinuando que su presencia resta seriedad a la reunión. Aunque no se refiere a una característica protegida en sí misma, la descalificación hacia Grabois puede interpretarse como un insulto político. La respuesta final es 'nada'.","El texto critica a Juan Grabois, un activista de derechos humanos y líder de organizaciones sociales, de manera despectiva. La respuesta final es ""mujer"".",False
337755,El kirchnerismo creó un organismo para supervisar qué noticias se publican en los medios de comunicación https://t.co/DtJ9zs1BII,@usuario #LaMariaChoriplanera,False,0,0,1,"El texto contiene un insulto (""choriplanera"") hacia una persona que apoya al kirchnerismo, pero no menciona ninguna característica protegida en particular. La respuesta final es ""nada"".","El texto utiliza un hashtag que hace referencia a una expresión despectiva hacia la expresidenta Cristina Fernández de Kirchner. La respuesta final es ""mujer"".",True
334672,Luis Novaresio se comprometió con Braulio Bauab: “Estamos felices” https://t.co/9TxObocon2,"@usuario Pero que importante!!!! P.D. al Braulio le entro. Volviendo, q es el 9 de julio?",False,0,0,1,"El texto contiene un comentario despectivo sobre la orientación sexual de Luis Novaresio y Braulio Bauab, insinuando que su relación es relevante únicamente por su homosexualidad y realizando un juicio de valor sobre su intimidad. La respuesta final es ""lgbti"".","El texto se refiere a la vida privada de Luis Novaresio y Braulio Bauab, sugiriendo que Braulio se ha beneficiado de su relación. Esto es ofensivo y despectivo. La respuesta final es 'mujer'.",True
359608,Polémica en las redes por el actor que personificó a Manuel Belgrano y habló en lenguaje inclusivo https://t.co/zp904FUkPj,"@usuario El Gral Belgrano es una Minipimer dentro de la tumba, escuchando a este infeliz. Y encima al Gob Perotti, no le dan vergüenza? Asco",False,0,0,1,"El texto contiene insultos hacia un individuo, calificándolo de ""infeliz"" y despreciando su actuación. Sin embargo, ninguna característica protegida está presente en el mensaje. La respuesta final es ""nada"".","El texto critica al actor que personificó a Manuel Belgrano por hablar en lenguaje inclusivo. Además, lo descalifica como ""infeliz"" y ""ascó"". La respuesta final es ""mujer"".",False
327599,Coronavirus y encierro forzoso: advierten que puede aumentar la violencia contra mujeres y niños https://t.co/Sg0V0qNAhp,"@usuario Y no advierten que puede aumentar la violencia contra los niños? Digo, el mayor porcentaje de filicidios son cometidos por mujeres.",False,0,0,1,"El tweet menciona una estadística sobre los filicidios y sugiere que las mujeres son culpables en su mayoría, lo cual es falso y desacertado. Aunque no se dirige directamente a las mujeres en general, perpetúa una idea falsa y estigmatizante sobre ellas. En este caso, no se trata de un discurso de odio, pero sí de un comentario problemático sobre las mujeres. La respuesta final es ""nada"".","El texto muestra un desprecio hacia las mujeres, al insinuar que son más violentas que los hombres. La respuesta final es ""mujer"".",False
394635,Escocia será el primer país del mundo que proveerá gratis a todas las mujeres tampones y toallas femeninas https://t.co/TTUWCHBxmM,@usuario tremendo como la mayoría de los que se quejan no menstrúan,False,1,0,1,"El texto hace referencia a las mujeres que menstrúan y deslegitima sus quejas por la falta de acceso a tampones y toallas femeninas. Si bien no contiene un discurso de odio directamente hacia las mujeres, sí desacredita a un grupo en base a una característica que las identifica como mujeres. La respuesta final es ""mujer"".",El texto desprecia a las mujeres que se quejan por no menstruar. La respuesta final es 'mujer'.,True
351426,Cómo funciona la violencia machista en las redes sociales: el caso de las mujeres que participan en política https://t.co/8XIDc4eODU,@usuario Jajajaj.....que manera de vender humo.,False,0,0,1,"El texto se refiere de manera despectiva al trabajo de las mujeres que participan en política, pero no contiene discurso de odio hacia ninguna característica protegida. La respuesta final es ""nada"".","El texto critica a las mujeres que participan en política, sugiriendo que no son capaces de hacerlo de manera efectiva. Esto es un ejemplo de sexismo. La respuesta final es ""mujer"".",True
400650,#YoMeOcupo: la campaña que le habla a los varones para que se hagan cargo de las tareas domésticas https://t.co/P2AE8QsdGD,"@usuario Una forrada atómica, que quiere ser progre y quedan como pelotudos. Yo hace años que comparto tareas en mi casa y no necesito ningun spot para eso. Somos feliz compartiendo tareas y es algo orgánico, estas campañas surgen de la presión del feminismo mas radicalizado.",False,1,0,1,"El texto cuestiona de manera despectiva a la campaña #YoMeOcupo y las actividades de promoción de la igualdad de género (""quiere ser progre y quedan como pelotudos""). Además, señala al feminismo como responsable de campañas radicalizadas. Si bien el texto no contiene insultos directos hacia alguna característica protegida, denota una actitud de rechazo hacia las acciones en favor de la igualdad de género. La respuesta final es ""mujer"".","El texto critica la campaña #YoMeOcupo, que busca involucrar a los varones en las tareas domésticas, como una iniciativa de personas ""forradas atómicas"" y ""pelotudos"". Además, sugiere que la campaña es resultado de la presión del ""feminismo mas radicalizado"". La respuesta final es ""mujer"".",True
368377,Vero Lozano se burló al aire de Nicolás Wiñazki por su reclamo sobre la cuarentena https://t.co/SPTG9KIDZe,@usuario Pelotúda cuenta como violencia de género?,False,0,0,1,"El texto utiliza un término despectivo hacia Vero Lozano (""Pelotúda""), pero no hay discurso de odio hacia las mujeres en general, ni hacia el movimiento feminista. La respuesta final es ""nada"".","El texto se refiere a Vero Lozano como ""pelotuda"" y cuestiona su reclamo sobre la cuarentena como violencia de género. La respuesta final es ""mujer"".",True
399790,La sorprendente jura de una egresada universitaria: tachó Patria y puso Matria https://t.co/NjgZVVQJ2y https://t.co/txZNslH8N1,"@usuario No sabe que Patria es femenino  LA PATRIA,  SE RECIBIÓ DE IGNORANTE, SE ROBO EL TITULO COMO TODO KISNERISTAAAA",False,0,0,1,"El texto hace una crítica a la egresada universitaria por tachar ""Patria"" y poner ""Matria"", pero además la insulta con términos como ""ignorante"" y ""roba el título"". Si bien no se refiere a ninguna de las características protegidas definidas previamente, el tono agresivo y despectivo hacia la persona puede considerarse como una forma de discurso de odio. La respuesta final sería ""nada"".","El texto critica a la persona por haber cambiado la palabra ""Patria"" por ""Matria"" y por ser kirchnerista. La respuesta final es ""mujer, política"".",False
394611,Escocia será el primer país del mundo que proveerá gratis a todas las mujeres tampones y toallas femeninas https://t.co/TTUWCHBxmM,@usuario Eso es discriminación,False,0,0,1,"El texto contiene una crítica hacia la iniciativa de proveer gratuitamente tampones y toallas femeninas a todas las mujeres. Sin embargo, esta crítica no está dirigida hacia mujeres en sí, sino hacia la medida en sí misma. Por lo tanto, la respuesta final es ""nada"" ya que no hay discurso de odio.","El texto argumenta que proveer gratis tampones y toallas femeninas a las mujeres es discriminatorio. Esto es un desconocimiento de la situación de desigualdad que viven las mujeres. La respuesta final es ""mujer"".",False
400685,#YoMeOcupo: la campaña que le habla a los varones para que se hagan cargo de las tareas domésticas https://t.co/P2AE8QsdGD,@usuario Enseñar a limpiar una casa a un tipo que sabe construirla,False,0,0,1,"El texto se refiere a los hombres de manera general, insinuando que no saben realizar tareas domésticas. Aunque puede considerarse como una generalización sexista, no contiene discurso de odio hacia ninguna de las características protegidas mencionadas. La respuesta final es ""nada"".","El texto muestra un estereotipo de género, al suponer que los hombres no saben limpiar una casa. La respuesta final es ""mujer"".",False
