id,context_tweet,text,LGBTI,PRED_LGBTI_gpt,PRED_LGBTI_beto,PRED_LGBTI_mixtral,pred_cot_gpt,pred_cot_mixtral
398937,Mara Gómez: la historia de la primera futbolista trans en el torneo argentino https://t.co/rBx3pMPUbB https://t.co/l5I1j0xFku,"@usuario No corresponde,  es ventaja",False,1,0,1,"El texto se refiere a Mara Gómez, la primera futbolista trans en el torneo argentino, y sugiere que es una ventaja su participación en el deporte por su condición de mujer trans. Esto implica una discriminación hacia las personas trans en el ámbito del deporte. La respuesta final es ""lgbti"".","El texto argumenta que la participación de Mara Gómez en el fútbol femenino es una ventaja injusta. Esto niega su identidad de género y su derecho a participar en el deporte. La respuesta final es ""lgbti""."
396164,Jair Bolsonaro se mostró orgulloso porque Vladimir Putin elogió sus 'cualidades masculinas' https://t.co/0InMBfeLnK,@usuario SE ENCONTRARON MEANDO EN EL BAÑO?,False,0,0,1,"El texto no contiene discurso de odio, ya que aunque es un insulto hacia Jair Bolsonaro no contiene referencias a ninguna característica protegida. La respuesta final es ""nada"".","El texto se burla de la orientación sexual de Jair Bolsonaro y Vladimir Putin, sugiriendo que son homosexuales. La respuesta final es ""lgbti""."
338108,Vive con sus dos novios y atiende “la policlínica” del amor libre: 5 preguntas para abrir una relación y sobrevivir al intento | Por Gisele Sousa Dias https://t.co/pBZLnGiDa2,@usuario Degenerados y promiscuos. Pobre del niño que tiene que crecer entre estos enfermos.,True,1,1,1,"El texto utiliza términos como ""degenerados"" y ""enfermos"" de manera despectiva para referirse a las personas que tienen una relación poliamorosa. Estos términos implican un rechazo irracional hacia un grupo de personas por sus elecciones amorosas, lo que puede considerarse como discurso de odio hacia personas que practican el amor libre. La respuesta final es ""lgbti"".","El texto muestra un desprecio hacia las personas que viven una relación no convencional y los acusa de ser ""degenerados"" y ""promiscuos"". Además, muestra preocupación por el niño que crece en ese ambiente. La respuesta final es ""lgbti""."
394610,Escocia será el primer país del mundo que proveerá gratis a todas las mujeres tampones y toallas femeninas https://t.co/TTUWCHBxmM,@usuario Defina mujer,False,1,0,0,"El texto cuestiona de forma irrespetuosa la identidad de género de las personas a las que se les proveerán los productos de higiene menstrual. Al cuestionar la definición de mujer de manera despectiva, el mensaje implica un tono transfóbico. La respuesta final es ""mujer, lgbti"".","El texto cuestiona la existencia de las mujeres, lo que es ofensivo y despectivo. Sin embargo, no hace ninguna alusión a una característica protegida. La respuesta final es 'nada'."
334672,Luis Novaresio se comprometió con Braulio Bauab: “Estamos felices” https://t.co/9TxObocon2,"@usuario Pero que importante!!!! P.D. al Braulio le entro. Volviendo, q es el 9 de julio?",False,1,0,0,"El texto contiene un comentario despectivo sobre la orientación sexual de Luis Novaresio y Braulio Bauab, insinuando que su relación es relevante únicamente por su homosexualidad y realizando un juicio de valor sobre su intimidad. La respuesta final es ""lgbti"".","El texto se refiere a la vida privada de Luis Novaresio y Braulio Bauab, sugiriendo que Braulio se ha beneficiado de su relación. Esto es ofensivo y despectivo. La respuesta final es 'mujer'."
380730,😱🔥[¡INESPERADO!]😱🔥 Luis Novaresio recomendó un juguete sexual en las redes &gt;&gt;&gt; El periodista compartió en sus redes sociales una peculiar noticia sobre un objeto para el placer masculino que se volvió viral. ¡Entrá a la nota y mirá! https://t.co/U8NuqEKeQX,@usuario Ya sabemos que se sentó en la otra silla y se puso a comer la torta,False,1,0,1,"El texto hace referencia a la orientación sexual de Luis Novaresio y lo ridiculiza por ello. La respuesta final es ""lgbti"".","El texto hace una insinuación sobre la orientación sexual de Luis Novaresio, sugiriendo que es gay. La respuesta final es ""lgbti""."
405355,Tras una ráfaga de más de 20 disparos asesinaron a una mujer trans en Rosario https://t.co/M0K3NXgfA8,@usuario En la autopsia no debe figurar la próstata por ley! 😄,True,1,0,1,"El mensaje hace referencia a la identidad de género de la mujer trans asesinada de manera discriminatoria, utilizando un emoji para burlarse de la situación. La respuesta final es ""lgbti"".","El texto se refiere a la víctima como ""un hombre"" y niega su identidad de género. La respuesta final es ""lgbti""."
382173,"Elizabeth Gómez Alcorta: “Por la pandemia, vamos a tener una suba de los femicidios y travesticidios” | Por Luciana Peker https://t.co/OGEL4INojA","@usuario Claro. La pandemia te hace querer matar mujeres y travestis, además de la perdida del gusto y el olfato.",False,1,0,1,"El texto hace referencia de manera irónica y despectiva a los femicidios y travesticidios, minimizando la importancia del tema y sugiriendo que la pandemia podría llevar a desear matar a mujeres y personas trans. Esta falta de sensibilidad y falta de empatía con las víctimas implica un discurso de odio hacia las mujeres y la comunidad lgbti. La respuesta final es ""mujer, lgbti"".","El texto muestra un desprecio hacia las mujeres y las personas trans, sugiriendo que la pandemia hace que se quiera matarlas. La respuesta final es ""mujer, lgbti""."
334704,Luis Novaresio se comprometió con Braulio Bauab: “Estamos felices” https://t.co/9TxObocon2,"@usuario así que todo este tiempo tuve oportunidad y no la aproveché, me quiero pegar un tiro",False,0,0,1,"El texto no contiene discurso de odio ni alude a ninguna característica protegida. La respuesta final es ""nada"".","El texto muestra una actitud despectiva hacia la homosexualidad de Luis Novaresio, sugiriendo que el comentarista no es atractivo. La respuesta final es ""lgbti""."
395338,"El exabrupto de Jair Bolsonaro sobre Brasil y el Covid-19: ""Tienen que dejar de ser un país de maricas"" https://t.co/WtxRjY7tJp",@usuario Me quedo con el y no con albertitere,False,0,0,1,"El texto no contiene discurso de odio ni menciona ninguna característica protegida. La respuesta final es ""nada"".","El texto muestra apoyo a Jair Bolsonaro, quien hizo un comentario homofóbico sobre Brasil y el Covid-19. La respuesta final es ""lgbti""."
398925,Mara Gómez: la historia de la primera futbolista trans en el torneo argentino https://t.co/rBx3pMPUbB https://t.co/l5I1j0xFku,"@usuario Sigue siendo HOMBRE, que por GENÉTICA, no por una ideología u orientacion sexual, GE-NÉ-TI-CA, es más fuerte que la mujer.",True,1,1,1,"El texto niega la identidad de género de Mara Gómez y afirma que por genética el hombre es más fuerte que la mujer. Esto implica una actitud discriminadora hacia las personas trans, destacando la diferencia biológica en un intento de menospreciar su autopercepción e identidad de género. La respuesta final es ""lgbti"".","El texto niega la identidad de género de Mara Gómez y la sigue considerando un hombre. La respuesta final es ""lgbti""."
380747,😱🔥[¡INESPERADO!]😱🔥 Luis Novaresio recomendó un juguete sexual en las redes &gt;&gt;&gt; El periodista compartió en sus redes sociales una peculiar noticia sobre un objeto para el placer masculino que se volvió viral. ¡Entrá a la nota y mirá! https://t.co/U8NuqEKeQX,"@usuario Se cree ""periodista""... y es una vedetonga",True,0,0,0,"El texto desprecia la profesión de periodista de Luis Novaresio y lo compara con una vedette de manera despectiva. Aunque se refiere a una característica protegida (mujer), no contiene discurso de odio. La respuesta final es ""nada"".","El texto desprecia a Luis Novaresio por su supuesta falta de profesionalismo y lo compara con una vedette, lo que implica una falta de respeto hacia su persona. Sin embargo, no hace ninguna alusión a una característica protegida. La respuesta final es 'nada'."
334711,Luis Novaresio se comprometió con Braulio Bauab: “Estamos felices” https://t.co/9TxObocon2,"@usuario Que pedazo, de puto—mamaaa",True,1,1,1,"El texto contiene un insulto hacia la orientación sexual de Luis Novaresio (""puto"") y la utilización del sufijo peyorativo ""mamá"". El término ""puto"" es un insulto homofóbico, por lo que la respuesta final es ""lgbti"".","El texto utiliza un insulto homofóbico para referirse a Luis Novaresio. La respuesta final es ""lgbti""."
338106,Vive con sus dos novios y atiende “la policlínica” del amor libre: 5 preguntas para abrir una relación y sobrevivir al intento | Por Gisele Sousa Dias https://t.co/pBZLnGiDa2,@usuario Terrible porquería debe ser su vida,True,0,0,0,"El texto expresa desagrado hacia la forma de vida de la persona, pero no contiene discurso de odio ni menciona alguna característica protegida. La respuesta final es ""nada"".","El texto desprecia la vida de la persona mencionada, sin hacer referencia a ninguna característica protegida. La respuesta final es 'nada'."
375846,"Contó que era lesbiana, su papá le confesó que era gay y ahora su madre se enamoró de una mujer, lo que inspiró su segundo film | Por Hugo Martin
https://t.co/dt3NtrVJIW",@usuario Que linda familia!! Ejemplo para todos!! Y el perro pídio cambio de sexo!!,False,1,0,1,"El texto hace referencia a una familia que tiene miembros que pertenecen a la comunidad LGBTI, y lo hace de manera despectiva al mencionar al perro pidiendo un cambio de sexo de forma irónica. La respuesta final es ""lgbti"".","El texto se burla de la orientación sexual de la familia, lo que constituye un discurso de odio. La respuesta final es ""lgbti""."
334663,Luis Novaresio se comprometió con Braulio Bauab: “Estamos felices” https://t.co/9TxObocon2,@usuario Pero qué me importa lo que haga este nabo con su culo?,False,0,1,1,"El tweet contiene un insulto hacia Luis Novaresio (""nabo"") pero no hace referencia a ninguna característica protegida. La respuesta es ""nada"".","El texto se refiere a Luis Novaresio y su pareja con un insulto homofóbico. La respuesta final es ""lgbti""."
338089,Vive con sus dos novios y atiende “la policlínica” del amor libre: 5 preguntas para abrir una relación y sobrevivir al intento | Por Gisele Sousa Dias https://t.co/pBZLnGiDa2,"@usuario JUAN PABLO ES UN PIOLA BARBARO , SE COME LAS DOS MINAS Y AL TIPO TAMBIEN. CUANDO LOS TRAJO YA SE LOS COMIA,JA",False,0,1,0,"El texto se refiere a un hombre que vive con dos mujeres como sus novias, insinuando que él también mantiene relaciones con el otro hombre. La expresión ""se come las dos minas y al tipo también"" es despectiva y sugiere que mantener múltiples relaciones amorosas es algo digno de burla. A pesar de no ser un discurso de odio hacia una característica protegida específica, sí contiene un desprecio hacia un estilo de vida no convencional y una actitud sexista. La respuesta final es ""nada, mujer"".","El texto describe una relación poliamorosa y la presenta de forma despectiva, como si fuera algo vergonzoso. La respuesta final es ""mujer""."
390768,″¿Por qué un beso entre dos hombres los vuelve tan violentos?”: la vida después de haber sido víctima de ataques homofóbicos | Por Milton Del Moral https://t.co/MgHNMf8Sch,@usuario La  violencia es tan natural como el agua. O acaso los leones le piden prestadas las viseras a las zebras?,False,0,0,1,"El texto no contiene ninguna expresión de odio hacia personas LGBTI. En este caso, la respuesta final es ""nada"".","El texto compara a los humanos con animales, sugiriendo que la violencia es natural. Aunque no se refiere a una característica protegida, es una opinión que puede ser usada para justificar la violencia contra personas LGBTQ+. La respuesta final es ""lgbti""."
379444,El PAMI tendrá que pagar una cirugía para agrandar los pechos de una afiliada autopercibida mujer | Por Patricia Blanco https://t.co/IObp8ZBnxq,@usuario Ay lpm!!! Entonces q a TODAS las mujeres les paguen siliconas entonces HDP!,False,0,0,1,"El texto realiza una crítica hacia una afiliada autopercibida como mujer y sugiere que se le paguen cirugías de aumento de pecho a todas las mujeres, utilizando un lenguaje ofensivo. Si bien no se dirige directamente a una característica protegida, el tono agresivo y peyorativo del mensaje es discriminatorio. La respuesta final es ""nada"".","El texto critica la decisión del PAMI de pagar una cirugía de aumento de senos a una mujer trans. El texto muestra un desprecio hacia las personas trans y su identidad de género. La respuesta final es ""lgbti""."
405365,Tras una ráfaga de más de 20 disparos asesinaron a una mujer trans en Rosario https://t.co/M0K3NXgfA8,@usuario Ese es un hombre!,True,1,1,1,"El texto se refiere a la mujer trans asesinada como ""un hombre"", negando su identidad de género. Esto es discriminatorio y constituye discurso de odio hacia las personas lgbti. La respuesta final es ""lgbti"".","El texto niega la identidad de género de la mujer trans asesinada. La respuesta final es ""lgbti""."
363121,La pregunta billonaria: ¿China debería pagar el costo de la pandemia? https://t.co/Ld5Ri2LxNj https://t.co/b1lFCr1BqZ,"@usuario Dictadura china que somete al Tibet, y los imbeciles comprandole de todo a estos putos del orto",False,1,0,0,"El texto contiene un discurso de odio hacia los chinos (""dictadura china"", ""imbeciles"", ""putos del orto""). Además, utiliza un término denigrante hacia la comunidad LGBTI (""putos""). La respuesta final es ""racismo, lgbti"".","El texto muestra un desprecio hacia China y su gobierno, refiriéndose a los chinos como ""putos del orto"". La respuesta final es ""racismo""."
395328,"El exabrupto de Jair Bolsonaro sobre Brasil y el Covid-19: ""Tienen que dejar de ser un país de maricas"" https://t.co/WtxRjY7tJp",@usuario Que grande @usuario,False,1,0,1,"El texto alaba un comentario homofóbico de Jair Bolsonaro, expresando admiración por el mismo. Por lo tanto, la respuesta final es ""lgbti"".","El texto alude a la declaración de Jair Bolsonaro, quien se refirió a Brasil como ""un país de maricas"". La respuesta final es ""lgbti""."
390776,″¿Por qué un beso entre dos hombres los vuelve tan violentos?”: la vida después de haber sido víctima de ataques homofóbicos | Por Milton Del Moral https://t.co/MgHNMf8Sch,"@usuario @usuario Porque estos tipos o tipas, muchas veces no tienen ni un ápice de respeto ante la gente exhibiéndose con un descaro, que da vergüenza ajena",False,1,0,1,"El texto proporciona una justificación indebida para la violencia hacia personas LGBTQ+, atribuyendo la respuesta violenta a la falta de respeto y a la exhibición de afecto por parte de personas del colectivo. Esta postura alimenta la discriminación y el odio hacia la comunidad LGBTQ+. Por lo tanto, la respuesta final es ""lgbti"".","El texto critica a las personas LGBT por ""exhibirse"" y ""dar vergüenza ajena"". Esto es una forma de homofobia. La respuesta final es ""lgbti""."
376431,"Andrea del Boca, Thelma Fardin y Leonor Benedetto se ponen el la piel de las ""mujeres inmortales"" de la Argentina https://t.co/rPgVEa79ym https://t.co/vTItMuKyLh",@usuario Kurro q asco!,False,0,0,1,"El texto contiene un insulto hacia las mujeres (utilizando ""kurro"" seguido de ""q asco""), lo que constituye discurso de odio hacia esta característica protegida. La respuesta final es ""mujer"".","El texto utiliza la palabra ""kurro"" como insulto, que es una forma despectiva de referirse a una persona homosexual. La respuesta final es ""lgbti""."
379538,“¿Por qué no vemos médicos trans?”: el reclamo de un prestigioso cardiólogo para que América sea más inclusiva | Por Valeria Román https://t.co/19put40QqT,"@usuario Raro que no lleguen a ser médicos o ingenieros, son carreras duras y difíciles.
Pero nadie mejor que ellos sabe lo que es romperse el culo...",True,0,0,1,"El texto contiene un comentario que podría interpretarse como una descalificación hacia las personas trans al insinuar que es sorprendente que logren ser médicos o ingenieros, ya que son carreras difíciles. Sin embargo, al final el texto intenta ser elogioso al mencionar que nadie mejor que ellos sabe lo que es ""romperse el culo"", refiriéndose al esfuerzo necesario para alcanzar el éxito. A pesar de la inicial descalificación, el comentario logra ser más positivo al final. La respuesta final es ""nada"".","El texto muestra estereotipos sobre las carreras que los miembros de la comunidad LGBTQ+ pueden elegir, sugiriendo que no son capaces de realizar trabajos difíciles. La respuesta final es ""lgbti""."
379475,El PAMI tendrá que pagar una cirugía para agrandar los pechos de una afiliada autopercibida mujer | Por Patricia Blanco https://t.co/IObp8ZBnxq,"@usuario Autopercibirse???
Y si te autopercibis auto y queres hacerte chapa y pintura te lo pagan igual???",False,1,0,1,"El texto cuestiona la validez de la identidad de género de la persona y utiliza un tono despectivo al comparar la situación con la posibilidad de autopercibirse como un auto y pedir que le paguen chapa y pintura. Por lo tanto, el discurso es discriminador y genera odio hacia las personas trans. La respuesta final es ""lgbti"".","El texto muestra un rechazo a la identidad de género de la persona, al cuestionar su autopercepción. La respuesta final es ""lgbti""."
397514,Así luce el actor Elliot Page tras declararse trans https://t.co/yeTGhw6ooT,@usuario Y a mi que mierda me importa,False,0,0,1,"No hay discurso de odio, ya que el texto no contiene expresiones de rechazo o discriminación hacia ninguna característica protegida. La respuesta es ""nada"".","El texto muestra un desinterés por la identidad de género de Elliot Page. Aunque no es un comentario ofensivo, sí muestra una falta de empatía hacia las personas trans. La respuesta final es 'lgbti'."
395326,"El exabrupto de Jair Bolsonaro sobre Brasil y el Covid-19: ""Tienen que dejar de ser un país de maricas"" https://t.co/WtxRjY7tJp","@usuario Que exabrupto??? Tiene razón,sensiblotes del orto",False,0,0,1,"El texto defiende el exabrupto de Jair Bolsonaro y utiliza un insulto relacionado con la anatomía y de manera despectiva (""sensiblotes del orto""). Aunque no hay una referencia directa a una característica protegida, el uso del insulto y apoyo al discurso de Bolsonaro puede considerarse como un tipo de desprecio hacia personas sensibles o que puedan ser consideradas sensibles, generalizando un estereotipo negativo hacia ellas. La respuesta final es ""nada"".","El texto apoya el comentario de Bolsonaro, que se refiere a los brasileños como ""maricas"". La respuesta final es ""lgbti""."
403679,Tensión en Villa Mascardi: mapuches resisten el desalojo de un predio usurpado https://t.co/8X6nnuOh21,"@usuario Ups, parece que estos matruches no son camporistas...",False,0,0,1,"El texto utiliza un término peyorativo para referirse a los mapuches (""matruches"") y los vincula de manera despectiva con un partido político en Argentina (Cámpora). Esto denota discriminación racial y política. La respuesta final es ""racismo"".","El texto utiliza el término ""matruches"" para referirse a los mapuches, una palabra que no existe y que suena similar a ""maricones"", un insulto homofóbico. La respuesta final es ""lgbti""."
398898,Mara Gómez: la historia de la primera futbolista trans en el torneo argentino https://t.co/rBx3pMPUbB https://t.co/l5I1j0xFku,"@usuario Cuando fracasaste en tu sueño de ser jugador profesional de Futbol, y t queda una última carta por jugar...",False,0,0,1,"El texto no contiene discursos de odio ya que no realiza ninguna declaración de carácter intenso y/o irracional de rechazo, enemistad o aborrecimiento contra un individuo o grupo por poseer una característica protegida. La respuesta final es ""nada"".","El texto desprecia a Mara Gómez por ser trans y por haber tenido que cambiar de camino en su carrera deportiva. La respuesta final es ""lgbti""."
390779,″¿Por qué un beso entre dos hombres los vuelve tan violentos?”: la vida después de haber sido víctima de ataques homofóbicos | Por Milton Del Moral https://t.co/MgHNMf8Sch,"@usuario Trolo si, puto no",True,1,1,1,"El texto contiene un insulto homofóbico hacia personas LGBT, utilizando palabras despectivas como ""trolo"" y ""puto"". La respuesta final es ""lgbti"".","El texto utiliza el término ""trolo"" como insulto, que es una palabra despectiva para referirse a los hombres homosexuales. La respuesta final es ""lgbti""."
397521,Así luce el actor Elliot Page tras declararse trans https://t.co/yeTGhw6ooT,@usuario Actriz,False,1,0,1,"El texto niega la identidad de género de Elliot Page al referirse a él como ""actriz"" en lugar de actor, lo cual es una forma de discriminación hacia las personas trans. La respuesta final es ""lgbti"".","El texto se refiere a Elliot Page con el género equivocado, negando su identidad de género. La respuesta final es ""lgbti""."
397545,Así luce el actor Elliot Page tras declararse trans https://t.co/yeTGhw6ooT,"@usuario Tiene vagina..
Le entro.",True,0,1,1,"El texto hace referencia a la identidad de género de Elliot Page, transgénero, y la objetiviza de manera sexual. Esto puede considerarse como un discurso inapropiado y ofensivo, pero no llega a ser un discurso de odio. Por lo tanto, la respuesta final es ""nada"".","El texto se refiere a Elliot Page con un lenguaje despectivo y transfóbico, aludiendo a su identidad de género y su cuerpo. La respuesta final es ""lgbti""."
398934,Mara Gómez: la historia de la primera futbolista trans en el torneo argentino https://t.co/rBx3pMPUbB https://t.co/l5I1j0xFku,@usuario Viene a traer Lo que le falta al equipo: goles y mucho huevo,True,0,0,0,"El texto elogia las habilidades futbolísticas de Mara Gómez y menciona que planea aportar goles y esfuerzo al equipo. No contiene discurso de odio ni menciona ninguna característica protegida. La respuesta final es ""nada"".","El texto alude a la capacidad de Mara Gómez como futbolista, sin hacer ninguna alusión a una característica protegida. La respuesta final es 'nada'."
398923,Mara Gómez: la historia de la primera futbolista trans en el torneo argentino https://t.co/rBx3pMPUbB https://t.co/l5I1j0xFku,@usuario El fútbol femenino no le importa a nadie. Logran profesionalizarlo y no pasa un año que ya lo arruinan. #Jeños,False,0,0,1,"El texto no contiene discurso de odio. Aunque desprecia el fútbol femenino y lo tilda de arruinarse una vez profesionalizado, no hace alusión directa a ninguna característica protegida. La respuesta final es ""nada"".","El texto critica el fútbol femenino y a Mara Gómez por ser trans. La respuesta final es ""mujer, lgbti""."
359607,Polémica en las redes por el actor que personificó a Manuel Belgrano y habló en lenguaje inclusivo https://t.co/zp904FUkPj,@usuario Perdón Gral Belgrano! Dan vergüenza ajena,False,0,0,1,"El texto critica el uso del lenguaje inclusivo en la interpretación de un actor, aunque no hace referencia a ninguna característica protegida. La respuesta final es ""nada"".","El texto critica al actor por hablar en lenguaje inclusivo, lo que implica un rechazo a la comunidad LGBTQ+. La respuesta final es ""lgbti""."
359561,Polémica en las redes por el actor que personificó a Manuel Belgrano y habló en lenguaje inclusivo https://t.co/zp904FUkPj,@usuario Pobre Argentina.,False,0,0,1,"El texto no contiene discurso de odio. No se menciona ninguna característica protegida ni se expresa rechazo hacia algún grupo en particular. La respuesta final es ""nada"".","El texto muestra un desprecio hacia el uso del lenguaje inclusivo. Aunque no hace una alusión directa a una característica protegida, el lenguaje inclusivo es una herramienta utilizada por el movimiento LGBT+. La respuesta final es ""lgbti""."
398938,Mara Gómez: la historia de la primera futbolista trans en el torneo argentino https://t.co/rBx3pMPUbB https://t.co/l5I1j0xFku,@usuario Es un sr.!!,True,1,1,1,"El texto niega la identidad de género de Mara Gómez al referirse a ella como ""sr."", lo cual es una forma despectiva de no reconocer su identidad como mujer trans. La respuesta final es ""lgbti"".","El texto niega la identidad de género de Mara Gómez, aludiendo a ella como ""un sr."". La respuesta final es ""lgbti""."
379481,El PAMI tendrá que pagar una cirugía para agrandar los pechos de una afiliada autopercibida mujer | Por Patricia Blanco https://t.co/IObp8ZBnxq,@usuario El delirio se hizo carne en Argenzuela,False,1,0,1,"El texto alude de forma despectiva a la persona transgénero, insinuando que su identidad de género es un delirio. Aunque de forma sutil, esto constituye una forma de discriminación hacia las personas LGBTI, por lo que la respuesta final es ""lgbti"".","El texto se refiere a la decisión del PAMI como un ""delirio"" y a la Argentina como ""Argenzuela"", lo que implica una crítica a la política de género del gobierno. La respuesta final es ""lgbti""."
375836,"Contó que era lesbiana, su papá le confesó que era gay y ahora su madre se enamoró de una mujer, lo que inspiró su segundo film | Por Hugo Martin
https://t.co/dt3NtrVJIW",@usuario Y se fueron del pais al final o ellos se quedaron!?,False,1,0,0,"El texto menciona la orientación sexual de las personas de manera confusa y con un tono de desaprobación, lo cual podría interpretarse como una manifestación de lgbtifobia. Por lo tanto, la respuesta final es ""lgbti"".",El texto no contiene discurso de odio. La respuesta final es 'nada'.
379446,El PAMI tendrá que pagar una cirugía para agrandar los pechos de una afiliada autopercibida mujer | Por Patricia Blanco https://t.co/IObp8ZBnxq,"@usuario Si me autopercibo Gulliver, me pagan viajes por el mundo??",False,0,0,1,"El texto hace una burla hacia las personas que se autoperciben como un género diferente al asignado al nacer. No contiene discurso de odio, ya que no hay insultos ni rechazo irracional hacia esa característica protegida. La respuesta final es ""nada"".","El texto muestra un desprecio hacia la identidad de género de la persona, al compararla con un personaje de ficción. La respuesta final es ""lgbti""."
